t2m,mu,sigma
274.75,276.6343,1.1652343
273.05,272.96326,0.83496726
272.65,271.69016,0.9031035
273.15,273.05585,0.8006058
273.65,273.66046,0.7197094
273.35,273.01035,0.647716
272.65,272.00522,0.77299106
271.65,271.32108,0.8537332
273.45,273.63574,0.7008911
273.15,272.9017,0.7141834
271.35,270.27496,1.0407135
270.75,270.24554,0.8944064
272.75,272.20413,0.80542994
272.25,271.55914,0.8755124
273.15,272.8991,0.72093105
272.75,272.6109,0.83352643
270.95,270.0912,0.8421071
269.65,268.4849,0.91969717
273.35,272.72998,0.8255886
272.45,271.86517,0.82159096
273.15,272.61194,0.8087439
270.05,268.4633,1.3829193
270.75,270.6583,0.8127308
268.95,269.3362,0.9481232
268.05,270.01355,0.98602176
269.55,268.98843,1.2334117
273.25,272.8557,1.0939373
272.25,269.9363,1.4266858
272.95,271.2963,1.4723216
271.75,270.5459,1.1938041
271.95,269.69733,1.6369057
271.65,271.3608,1.8611207
270.35,270.59204,2.0229752
271.85,268.5284,2.0007467
268.15,271.02826,1.6743714
266.55,270.0203,1.9457893
271.25,264.02548,1.7899407
266.55,260.72617,2.5477757
278.95,278.62848,1.0251698
275.15,274.80258,1.3844908
279.05,279.11868,0.9636966
278.25,278.8484,1.1485868
274.95,273.33966,1.6781355
276.95,277.05246,1.1062278
274.55,274.25745,1.3615979
277.55,277.40494,0.8962967
274.65,275.46683,1.0932956
271.45,271.77734,1.7820828
278.05,278.42252,0.95346254
274.15,274.30457,1.3262571
274.25,274.67767,0.89776367
275.45,275.58368,1.0682249
271.95,272.6585,1.5055192
274.75,275.66068,0.9567551
273.05,273.41348,1.3929644
278.15,276.8394,0.8535897
274.15,274.55185,1.4245386
278.65,278.4418,0.9694468
275.75,274.18848,1.6150559
274.45,274.862,1.4437274
272.65,273.12628,1.5558625
274.45,272.72174,1.6945882
272.35,272.1553,1.7619566
271.65,271.94672,1.6409036
272.45,271.6255,1.6932023
272.85,271.6753,1.3629589
272.95,271.77454,1.5562019
271.65,268.85767,1.4021343
274.55,274.01437,0.73552847
274.95,274.50342,0.9098911
275.85,275.48245,0.7712924
271.55,268.76074,1.403713
274.85,274.04846,0.9738456
273.35,271.3644,1.6005259
272.95,271.90082,1.1496327
264.85,265.133,1.0277758
274.25,270.42453,1.6211393
271.65,273.00073,1.0003818
269.75,269.62735,0.73290294
273.65,271.8466,1.5570663
272.75,270.96405,1.3622606
274.55,273.03168,1.2230401
272.35,273.97028,1.0924278
274.85,274.0138,0.8490354
272.15,271.21402,1.2979704
270.35,269.2252,0.68107945
270.55,270.4945,0.8499701
272.65,270.61865,1.2034278
269.85,268.4853,1.0389439
268.75,268.4963,0.7006454
273.55,271.51865,1.54606
272.55,272.39615,0.7501924
272.45,272.17245,1.1933903
273.35,272.154,0.93124664
273.45,273.31396,1.1309385
273.05,271.3202,1.002433
271.65,270.2468,0.7826553
271.95,270.69608,0.996331
271.85,270.00958,1.0791388
272.15,270.56372,0.99153244
270.05,270.18744,0.9581803
272.85,270.8966,1.0098561
271.05,267.4932,1.6204655
273.45,273.47974,0.85090625
274.55,273.9993,0.7847065
270.35,269.55133,0.5737516
272.35,272.3187,0.84106994
271.25,271.31784,1.1422786
271.15,269.04358,1.3916396
271.45,268.9144,1.5876117
268.65,268.21887,0.7528497
270.55,268.96613,0.9602368
272.95,270.8828,1.0588616
276.35,276.93198,0.9372995
271.15,269.75427,1.319891
272.65,270.11102,1.7772193
275.85,275.14136,1.4403702
276.15,275.9371,1.7139488
274.05,273.8485,1.4458139
277.05,276.68478,1.0091519
274.05,273.96234,1.1071565
272.75,271.92252,1.4996177
274.35,274.0583,1.3762088
276.95,275.1808,1.3710405
274.15,273.52142,1.446372
272.35,273.19046,1.1447015
271.85,271.74133,1.2497798
275.65,274.84387,1.4323261
274.35,273.63165,1.2619588
271.05,270.45398,1.6077007
271.75,270.88654,1.3145365
273.45,272.37622,1.1426245
271.35,271.62012,1.4319297
273.95,272.3254,1.8166783
274.35,272.8602,1.384016
271.95,269.53516,1.5138214
271.65,269.8476,1.1717473
272.95,271.4719,1.974586
273.15,271.60608,1.1579541
273.45,271.44287,1.77653
272.15,267.21204,2.1496475
272.25,270.44644,1.0581291
271.15,268.62396,1.1921537
271.35,269.44037,1.8407459
272.05,269.26538,1.5130441
272.05,272.90707,1.3656874
272.35,267.9346,2.0360909
272.15,269.33072,1.9817573
271.45,269.0745,1.6097362
270.15,271.45786,1.3211654
272.65,272.1512,1.3235031
271.85,272.25003,0.9296959
272.55,272.32504,1.2742023
272.35,272.27444,0.6241935
272.15,272.3597,0.74243665
266.95,265.4298,1.0181656
267.25,264.8985,1.3065876
281.05,280.30396,0.6138727
280.55,279.9897,0.8095091
281.35,280.24176,0.6721031
281.05,280.55072,0.7973387
280.25,279.21765,0.62821114
279.55,279.28735,0.73653203
279.75,279.30933,0.71160656
280.95,280.38553,0.7245263
279.75,279.87985,0.6505401
279.15,278.3039,0.65111667
280.85,279.59366,0.7719388
280.05,279.65637,0.66042936
280.15,279.86813,0.5591935
280.85,279.8583,0.7992862
278.65,278.15344,0.63716924
280.65,279.1341,0.89417714
279.05,278.59787,0.6683787
279.45,278.93906,0.72110486
278.75,277.91418,0.5750478
280.45,279.89865,0.7354817
279.05,278.49384,0.5093479
280.15,279.50638,0.8165391
279.85,278.87192,0.66201025
278.65,278.3375,0.6114546
279.65,278.60464,0.60983527
277.65,277.91977,0.65028816
278.55,278.2615,0.6128905
275.25,275.73044,0.5533371
276.65,277.31564,0.7074537
271.35,271.18204,0.7558537
276.95,277.26843,0.6953789
280.65,278.8553,0.78722644
280.55,278.71973,0.7780356
271.95,271.5893,0.8050417
279.35,278.56213,0.62314713
276.25,276.0464,0.771786
275.55,276.13046,0.6854648
266.25,265.9141,1.3873929
274.85,274.10623,0.83837783
271.05,271.6082,1.7198597
269.35,268.75583,1.0052093
275.55,274.76562,0.89672065
274.15,274.01355,0.8929527
275.85,275.77332,0.8406663
277.85,278.27945,0.70281744
277.75,278.03943,0.7552047
274.15,273.5586,1.0114498
271.45,270.90198,0.80999535
272.25,270.64624,1.828702
273.25,272.53564,0.9740119
270.15,270.235,0.71184427
269.65,268.6165,1.1214613
276.05,275.87344,0.66027826
270.45,272.07184,1.0494272
271.25,272.7346,1.4243193
274.45,274.6635,0.78456485
276.05,275.9354,0.88168824
273.95,273.5074,0.79246444
272.95,272.1119,0.76853615
272.95,271.91602,0.87839276
271.45,271.10623,0.82093054
273.65,272.68277,0.7180722
270.75,267.57138,2.3529909
272.75,271.94772,0.9044336
271.95,271.0034,0.7317049
276.45,276.60162,0.70366764
279.05,278.32526,0.73952657
270.05,269.04688,0.8783269
273.65,272.74573,0.9556156
272.55,272.01593,1.142445
271.15,271.27676,0.7776414
272.35,272.84753,0.7315234
268.95,268.93576,0.85978186
270.85,270.1512,0.9184798
273.35,272.47092,0.9142984
280.65,279.85544,0.81771624
271.35,271.65433,0.85527134
273.35,273.0329,0.8421633
278.95,278.24988,0.8240411
278.65,278.76187,0.7790139
277.75,276.88007,0.72852093
279.25,278.12152,0.79269135
277.65,276.73688,0.5330638
275.35,275.5625,0.6901424
277.45,276.80502,0.5685607
278.95,278.0726,0.5003028
277.35,276.7396,0.46737844
275.85,275.59927,0.48193383
275.15,274.6956,0.5317265
277.65,277.9559,0.48161668
275.85,276.72556,0.4462665
274.45,273.594,0.6459465
273.85,273.96082,0.5447395
275.65,275.36368,0.4772584
275.15,274.72287,0.5426869
276.45,277.4657,0.52777374
276.15,276.60193,0.4922441
274.25,273.2949,0.63663566
271.55,271.2052,0.64378744
275.95,276.1558,0.5407607
275.05,274.91934,0.5220004
276.05,276.43677,0.76372504
272.35,271.8921,0.8405278
273.05,272.66217,0.6914416
272.05,271.14517,0.82320833
271.95,271.626,0.7647924
271.85,272.02496,0.846547
277.35,275.98962,0.84872663
275.05,273.71487,0.95240474
272.65,272.13873,1.0066266
271.05,270.75113,0.9045376
271.55,272.62775,1.2268183
271.15,270.84647,1.8554667
269.25,270.91333,1.5924428
270.85,268.22916,1.9842043
271.95,270.38556,1.8852665
271.75,269.1667,2.3685777
270.65,264.00616,1.8846465
270.95,260.88586,2.5298538
276.55,278.00598,1.1035961
276.45,275.40445,1.0106056
279.05,277.90433,1.1262836
279.05,277.58838,1.2804041
275.85,274.35736,1.2625223
277.45,275.77634,1.3389119
276.95,275.30975,1.2607259
275.05,275.151,1.5403044
275.45,273.31158,1.2136422
273.25,273.07553,1.4008285
277.55,276.4726,1.1698732
274.95,272.36682,1.5044746
274.85,272.1025,1.3422484
275.25,272.54178,1.498279
274.25,272.47626,1.267994
274.15,271.77362,1.3731754
270.95,272.01733,1.5496591
278.15,278.01703,0.95920867
274.25,276.02448,1.1901983
279.35,278.34775,1.060041
276.25,275.45602,1.1706783
275.75,276.0285,1.087731
275.75,274.07907,1.0146269
274.45,274.14706,1.1574852
275.25,273.57623,1.1877997
275.55,273.58014,1.2289845
275.55,273.45566,1.1808141
274.55,273.94464,0.9012586
273.45,273.4625,1.230964
273.35,273.12045,0.70068544
272.85,271.8632,0.83416283
273.65,271.71756,1.1089857
271.85,270.85104,1.0234045
273.15,272.171,0.95675397
273.75,272.4693,1.0814286
274.35,273.5945,1.1131045
273.45,273.69513,0.90966666
266.35,264.5004,0.9615511
273.25,274.28735,1.0378362
273.55,273.87152,0.821449
270.85,269.61542,0.6918418
275.45,274.7252,1.2064124
273.65,272.70657,0.9249537
272.45,271.47568,0.9200723
274.45,272.5174,1.1194451
272.75,271.14755,0.94241965
272.55,271.5464,0.8225074
268.55,267.56308,0.7227727
271.35,270.20584,0.74825084
273.05,272.45395,1.0030766
269.35,268.72647,0.9603927
269.55,268.61908,0.7286957
273.25,273.64563,0.93802077
273.25,273.47742,0.769563
274.35,274.51715,0.8256674
271.35,270.35913,0.8605056
272.75,271.64548,1.1122094
272.75,271.64117,0.7750713
271.85,270.41882,0.7453003
270.95,270.0341,0.7696172
271.95,271.52228,0.71230656
274.05,271.8492,0.8869128
270.35,269.12387,0.91129196
273.65,273.00934,0.71546996
272.35,272.49005,0.9771476
273.75,272.45627,0.9592881
272.45,271.40326,0.98068434
270.75,269.402,0.58595055
274.25,273.16388,0.6271998
273.85,272.64545,0.6493918
273.95,273.03168,0.7664363
273.85,273.61307,0.930144
266.05,266.82367,0.83557993
271.85,271.57358,0.86999905
274.35,273.1201,0.7857515
273.25,273.0961,1.0978664
272.25,272.07053,0.8540794
273.95,274.24213,1.0366077
277.95,278.41318,1.0917263
277.75,279.0628,1.096285
275.25,276.77637,1.0541629
278.55,278.50568,0.9236127
275.05,275.30942,0.9630963
274.25,274.56183,1.0539978
275.05,275.48254,1.2074579
276.35,276.00378,1.0108936
275.65,275.21826,1.0074992
274.15,274.92615,0.8855392
273.95,273.72314,0.84091085
278.15,276.15518,0.87878525
275.15,275.13568,0.8635577
273.75,273.4178,1.0660744
273.45,273.23044,0.850068
274.45,273.96945,0.8502934
273.95,273.54248,0.94149524
273.65,274.38196,1.1006086
275.05,274.49744,0.8154861
273.95,272.98956,0.94656646
272.65,271.78506,0.845228
273.65,274.101,1.2302496
274.65,273.05725,0.9232041
273.25,273.25113,1.1928928
273.65,272.18704,1.401716
273.35,271.6057,0.91467714
272.25,270.3153,0.9649181
272.35,270.955,1.006619
272.85,273.01544,0.96854883
274.65,275.4951,0.9450907
274.35,274.4664,1.4179629
273.55,273.71307,1.407061
273.55,272.52878,0.9656719
275.75,274.7247,0.90182155
274.75,274.0948,1.2421958
274.15,273.52707,0.7608204
276.25,274.66534,0.90788233
274.25,273.17715,0.7355666
273.35,272.08313,0.9331023
265.85,264.595,1.1327722
265.55,263.54108,1.2066095
270.95,269.63617,1.7011741
269.65,267.73624,1.3891805
272.25,270.42874,1.3121214
271.85,270.16934,1.4012364
268.05,265.94025,1.5604755
269.05,267.81143,1.4568527
269.05,265.7938,1.7258316
269.55,268.89084,1.5502254
270.15,266.63937,1.0895593
266.75,264.9224,1.6537007
270.05,268.77304,1.191909
266.85,264.86453,1.5982611
268.45,266.05988,1.4550216
268.25,267.0315,1.2863833
266.25,265.46582,1.6442225
267.95,266.65036,1.3396043
265.65,265.37054,1.7575814
273.55,271.8596,0.983235
271.25,269.3623,1.3269264
271.35,269.324,1.3595284
267.95,266.72464,1.5915905
270.75,268.0732,1.5185126
269.45,267.36722,1.452283
266.95,266.18115,1.7029922
268.15,265.997,1.5733963
266.45,265.96597,1.691228
266.45,265.6034,1.5434839
268.85,266.52274,1.3428173
266.45,265.75427,1.6020555
266.75,266.28964,0.9643243
265.35,265.65326,1.1269283
264.95,265.93524,1.5265524
265.45,264.90756,1.4505525
265.35,263.4799,1.6769383
267.05,266.19754,1.0433614
266.65,265.79367,1.6355357
268.65,267.53363,1.0860752
259.55,259.14893,1.5074081
267.15,267.47006,1.4992939
262.75,265.32712,2.355888
264.35,262.6873,1.6015948
268.05,267.8287,1.227829
266.45,266.58737,1.3525648
263.15,264.98145,1.4624832
266.85,266.15225,1.5564401
264.45,264.4884,1.6417826
266.25,264.4685,1.7929491
262.35,260.97733,1.5491273
265.95,264.41614,1.7461504
264.65,264.20023,1.756855
262.85,262.7818,1.0641047
262.85,262.03787,1.121237
266.35,265.66644,1.5803574
267.85,267.94366,1.3708985
264.75,265.45172,1.8977687
261.85,263.07523,1.3776116
266.15,265.06702,1.8972335
265.35,263.80154,1.5148033
264.75,263.84058,1.3808459
264.05,262.18143,1.8787333
264.25,264.1817,1.5301952
264.95,264.18787,1.4655542
265.55,263.73895,1.4351802
265.15,264.68607,2.0323575
266.85,265.2792,1.4510189
266.65,265.79263,1.2785375
264.95,264.19516,1.5843096
262.45,262.1664,1.9162827
267.95,266.1481,1.808845
268.45,264.87183,2.082089
266.55,265.4188,1.1369727
267.25,264.9147,1.6296253
260.95,260.54898,1.352175
265.55,264.9199,0.87559396
265.95,265.7171,1.5999684
266.95,266.8751,1.2948205
265.05,264.77435,1.2089394
266.75,266.9925,1.9320518
272.45,270.82944,1.0769218
271.65,269.1179,1.1592394
271.45,270.31985,1.2466193
273.25,272.7893,0.8323783
270.85,269.88895,1.0517507
270.45,268.9464,1.3322616
270.35,269.11212,1.3929344
269.65,267.79495,1.6453288
269.35,267.65347,1.3876909
269.25,268.35794,1.1764361
269.45,266.85046,1.1116532
269.35,268.11847,1.4081343
269.85,267.75128,1.2047459
267.95,265.45532,1.7197192
268.15,266.40497,1.0287204
269.95,267.65982,0.91557896
270.15,266.02838,1.3831145
268.15,266.32196,1.642563
268.95,267.08243,1.2286531
268.25,265.4997,1.2879622
263.55,264.51755,1.1687841
267.45,265.97855,1.844074
269.05,267.06638,1.1621274
267.05,264.8704,1.884209
266.35,265.10352,1.9084237
265.85,264.18277,1.817023
263.65,262.46725,1.8280778
260.25,261.3637,2.7369602
267.65,266.0942,1.1110466
271.15,270.3874,1.1760931
269.75,266.52124,1.7710508
269.15,268.15558,1.7504587
268.05,266.01303,1.6242781
269.35,265.67383,2.0527558
270.05,269.65518,1.5611122
263.55,266.31824,1.8902237
273.05,271.72595,1.5358783
268.15,267.36285,1.1219935
268.65,267.12793,0.92820257
260.95,257.85114,1.0581224
261.05,257.78253,1.3244303
273.05,273.69388,1.4695482
272.05,271.69293,0.8456458
273.65,273.60193,1.2667216
274.05,273.58704,1.2218611
272.15,271.50977,0.9626996
272.85,271.44623,1.0215912
272.25,270.78064,1.1468858
272.15,271.37,0.89389
272.05,271.2222,0.75203735
271.45,269.9502,1.2033136
271.45,270.91968,1.4465061
271.45,270.81915,1.0633723
271.25,270.3668,1.0658958
271.55,270.17657,1.0323972
270.45,270.3038,1.1583105
271.05,270.3243,0.984993
270.25,270.2706,1.2669328
273.35,272.76657,0.84834284
272.45,272.1413,0.816396
273.45,273.02475,1.2007515
272.55,272.0953,0.9811603
272.35,272.40848,0.7948112
271.95,271.39334,0.9189693
271.55,270.75287,1.1346387
271.85,270.64508,1.0816772
271.15,269.65164,1.2142221
271.25,270.12695,1.1814609
269.45,269.31396,1.1893736
270.25,269.5564,1.2283674
263.65,265.0612,1.1615857
267.45,266.6879,1.2593205
269.15,268.3666,1.4083077
269.05,268.6102,1.1819702
262.85,264.14722,1.787543
269.15,268.42194,1.2344539
268.85,268.9191,1.2773455
268.35,268.79575,1.2851942
262.95,259.66104,2.8519173
262.85,264.9514,1.7786707
259.75,264.246,2.4645424
258.55,258.47266,2.4193447
264.35,265.67575,1.343361
262.85,264.5274,1.6738834
264.75,265.35687,1.4624903
268.85,269.37506,1.430319
268.05,267.45514,1.6699277
260.75,262.37894,2.2328138
261.55,261.21927,1.278889
250.95,255.5497,3.1904879
258.95,262.31152,1.907322
261.25,262.5763,1.257751
260.15,260.6563,1.7678895
266.75,267.44473,1.4118669
262.95,264.89108,1.5707908
265.05,263.74365,1.9186883
263.45,263.45804,1.6416297
266.05,267.12155,1.6447053
265.75,265.4418,1.2082409
261.75,262.83203,1.5011566
258.55,259.51233,2.783091
260.95,263.305,1.6941648
264.05,265.4828,1.571994
249.75,254.78822,3.515523
260.95,262.22937,2.38826
263.55,263.99057,1.5127677
267.35,267.46246,1.2419835
267.05,266.44656,1.4865221
260.15,256.7557,2.510762
262.95,260.315,2.1140773
260.05,259.2746,2.4338472
264.45,264.76248,1.4103893
263.75,264.8187,1.5981791
258.55,257.9001,1.9528624
262.65,263.5264,1.2179034
260.85,263.6817,1.6713707
271.05,270.49374,0.91845524
261.15,263.702,1.5943276
262.95,264.07617,2.081434
273.55,272.52478,0.8565432
272.75,272.1015,1.134267
272.35,271.9491,0.93576413
273.75,272.82727,0.7946507
271.75,271.27606,0.89915055
270.55,270.7661,1.0648662
271.85,271.77338,0.870192
272.45,272.30478,1.1092104
272.05,271.43796,1.1330221
270.75,270.68948,1.1840798
268.95,269.25406,1.216395
272.05,271.63968,1.2441388
271.15,271.29315,1.0007601
267.35,267.2328,1.4118338
267.25,267.98306,1.2271127
269.95,269.81042,1.0815563
269.25,268.89148,1.1807433
271.05,269.92914,1.2040818
270.15,269.64288,1.1436402
266.75,266.57553,1.2557536
264.65,265.66614,1.3339126
269.95,268.9184,1.3611233
268.15,268.86768,1.1228869
270.35,269.2345,1.3571783
262.05,264.1353,1.7458386
265.85,265.73184,1.7972302
263.65,263.83487,1.875222
263.05,262.91492,2.5265305
264.85,265.93753,1.4505433
271.35,271.21323,1.0567291
265.25,265.71616,1.4288392
264.35,265.84937,2.037557
263.95,264.28555,1.703423
264.55,263.10306,1.8737332
266.95,267.41046,1.7095301
261.45,265.4997,2.2057421
266.35,266.23175,2.0600445
261.55,260.88828,2.477417
260.35,262.0919,2.656388
254.65,252.77386,2.3321571
252.45,254.0239,2.5508773
279.75,279.7439,0.9999589
274.45,277.82892,1.6594634
279.95,280.17374,1.0132319
280.05,279.9986,1.1347692
276.45,277.62305,1.7219614
277.15,277.87885,1.4219106
276.25,277.49414,1.5305251
277.85,278.03458,1.3718677
276.25,276.61948,1.2548423
273.55,276.19797,1.3352087
277.75,279.99982,0.82617867
276.35,276.6023,1.212332
275.05,276.23526,1.215895
276.35,277.0375,1.8318219
273.85,275.44937,0.81653404
275.05,276.65195,1.2980082
273.95,275.4596,0.92005324
280.05,279.12567,1.0785238
275.65,278.9284,1.162758
279.85,279.80753,1.1059794
274.85,278.34354,1.4390074
275.25,278.00467,1.8076451
275.05,277.38293,1.9369017
274.75,277.0977,1.2327566
274.55,276.9891,1.6452426
273.85,276.41974,1.0989044
274.25,276.28653,1.1289507
273.35,273.9217,0.8763047
273.55,275.08746,0.86850333
269.35,269.50983,0.7532291
273.15,273.11276,0.7077585
273.95,274.88474,1.2024015
274.35,274.5812,1.4019186
269.45,268.89645,0.857635
274.55,275.1543,0.80819136
273.35,274.01672,0.82657766
273.05,273.87308,0.8169335
268.75,266.50458,1.3533164
270.55,271.03824,1.0589043
270.45,271.31653,0.958669
267.65,267.40775,0.86951303
271.35,272.30667,0.8665016
270.15,270.7086,1.0108908
270.55,271.7403,0.782102
273.35,275.23224,0.75527716
273.45,273.81937,0.89288735
268.65,269.25342,1.2800701
270.95,270.19025,0.74909276
269.75,269.42557,0.94426787
268.55,268.7189,1.0308508
268.85,268.32062,0.97390556
268.55,268.71704,0.9522993
272.65,273.56067,0.78034604
268.65,270.6716,0.9211244
270.15,271.41574,0.8952852
270.05,270.65436,0.8365085
272.55,272.3854,0.76268137
271.95,272.02542,0.7983683
269.95,270.7718,0.7919474
265.45,267.12082,1.1370572
268.35,267.92618,1.0516397
271.45,272.7127,0.83072394
269.55,269.01816,1.3172588
269.25,268.59793,1.0143094
269.75,268.9427,0.77952844
272.75,272.884,0.6441489
273.45,274.00262,1.0324719
266.55,267.14792,0.8522324
268.65,269.7974,0.9044126
269.45,269.44257,1.0470088
269.05,268.8508,0.7159016
270.05,269.9472,0.8248695
265.75,265.97583,1.0475674
267.75,267.90744,0.94880116
268.55,268.98395,1.1865757
277.55,277.11066,1.3629576
268.95,269.38342,0.9512126
270.65,270.54672,0.96114725
279.65,280.67752,0.9394784
278.85,280.46738,0.96413183
276.95,279.84222,0.84178025
279.65,279.34186,0.9406016
274.65,278.49216,0.97530663
273.15,276.62338,0.9937923
275.25,278.58307,1.0779514
274.25,278.42136,1.2183356
274.15,277.22256,1.0302178
273.35,277.17273,0.84989536
273.25,275.22327,0.8614944
274.95,277.9786,1.2242186
274.05,277.03864,0.97041255
272.15,273.24994,0.98669046
272.75,273.89484,0.8884889
273.65,276.17328,0.9441912
273.35,274.89996,0.9493586
273.65,276.70618,1.0833251
273.85,275.9323,1.0649534
271.55,272.58868,0.9331811
271.15,271.12088,0.85159206
273.35,275.14105,0.9285938
273.25,274.15628,0.91903466
273.65,275.34198,1.062067
270.15,269.95004,0.9093015
272.35,272.23575,0.84394765
271.95,271.25653,1.0016872
272.45,271.7019,1.0316672
269.85,270.81607,0.8315064
276.05,279.33203,0.8244397
272.85,273.66837,1.1165702
273.45,273.471,0.8707881
270.15,270.8012,0.8818118
270.15,270.5749,0.95729256
270.85,271.66327,1.129353
270.35,271.8199,1.139919
273.25,272.9012,1.4029125
269.85,271.1704,0.9013023
267.55,270.93597,1.126349
267.35,265.3052,1.5521218
269.05,264.42014,1.8093795
278.25,276.9112,1.5790503
277.55,273.32965,1.660132
277.95,277.34207,1.3591962
277.25,277.46027,1.5083798
276.55,273.3781,1.4016198
277.35,274.7249,1.5746621
276.25,273.88333,1.5644968
277.15,274.17587,1.813702
275.15,273.1216,1.2553352
275.15,272.8437,1.7577515
276.55,274.87796,1.4860066
275.75,273.2348,1.4220866
274.85,273.13385,1.3095944
275.35,272.81345,1.5366431
274.85,272.6695,1.2794367
274.55,271.9531,1.2826573
274.45,272.71243,1.3384838
278.75,276.2513,1.4930658
278.15,273.84375,1.6062766
278.35,276.22318,1.5105001
278.05,273.11703,1.5316267
278.05,273.43634,1.5049373
276.95,273.0964,1.4436879
275.55,273.09277,1.4156784
276.25,272.97037,1.4517069
275.25,273.0386,1.6086897
276.25,272.6779,1.4143419
275.05,273.0958,1.0440254
275.45,273.17685,1.1921341
273.65,272.73026,0.96548474
273.95,271.94568,0.8984135
274.25,271.29926,1.3644834
273.85,271.86166,1.177537
273.15,272.17358,1.0358356
273.55,271.4723,1.1364582
275.35,273.45694,1.0271299
274.75,272.9654,0.9957084
266.05,265.9752,1.3665565
272.95,272.68088,1.2744797
271.15,272.664,1.3495532
270.55,269.70743,0.9129895
274.45,273.13025,1.1481558
272.45,272.0081,1.230092
273.55,271.54156,0.9018543
273.65,272.2567,1.2165679
273.75,272.0983,1.0056065
271.95,271.32037,1.1323498
268.75,269.9494,1.3072801
270.05,268.84903,1.3899287
272.35,271.62552,0.9376146
269.45,269.86148,1.1812242
269.35,268.78778,0.74460196
274.65,273.3759,1.0077074
272.35,271.91025,0.94114566
272.25,272.31818,1.2112144
272.65,270.81265,0.8680253
273.05,271.49487,1.1853806
272.95,272.0469,1.0650078
271.35,271.3998,1.0005578
271.25,270.62924,1.1167763
272.45,271.30267,0.98318326
273.75,271.97787,1.0399287
268.05,266.6051,1.9448538
272.45,271.74152,1.0221796
272.85,272.14993,1.0221088
273.35,271.753,0.9412018
273.45,272.02673,1.0081005
269.95,269.6978,0.74059314
272.75,272.3777,0.86225164
272.65,271.89468,1.0317733
272.65,272.35074,0.98145497
273.65,273.23297,1.0083501
268.25,269.05945,1.1584675
271.45,271.54395,1.0557531
272.45,272.18018,0.973963
275.35,272.41302,1.2515812
272.85,271.74808,1.0390315
273.15,272.38083,1.2043748
279.65,277.75058,1.5740204
279.55,276.72632,1.9256008
278.95,276.23322,1.6046154
279.65,277.00293,1.4571588
277.65,274.17438,1.4125714
275.15,273.91922,1.3268508
277.45,273.81094,1.4941406
276.75,273.56052,1.432967
277.25,273.7164,1.07599
276.75,274.10117,1.1338804
275.65,273.37347,1.0899991
277.75,273.56396,1.2224779
276.35,273.7541,1.1193959
274.15,273.1899,0.9941536
274.75,272.98294,1.0010924
276.05,273.6022,1.0423353
274.35,273.26248,1.1080157
274.75,273.22424,1.1978518
274.65,273.24008,1.1185129
273.65,272.94528,0.9016389
274.05,272.29648,0.882005
275.05,273.61044,1.0855768
274.65,273.14505,1.0894943
274.75,273.09488,1.4242913
273.05,271.84302,1.1347564
273.75,272.8744,1.0765655
272.45,271.49527,1.1396002
272.65,270.7195,1.2527057
