t2m,mu,sigma
264.35,262.67914,1.8800352
268.05,268.32443,1.5610713
266.45,267.31058,1.8110585
263.15,266.15408,2.5005536
266.85,267.79312,2.5942411
264.45,266.55115,2.1931314
266.25,265.5143,2.2846
262.35,262.784,2.164975
265.95,264.5178,2.0546892
264.65,265.65192,2.1191912
262.85,264.4193,1.7547809
262.85,262.52408,1.6215628
266.35,268.1404,2.1209657
267.85,267.1693,1.5080267
264.75,267.35693,2.5901694
261.85,264.34348,2.0783257
266.15,266.76102,2.4299474
265.35,265.55542,2.5958796
264.75,264.7466,1.853951
264.05,263.6531,2.2004223
264.25,264.65613,1.7598519
264.95,267.05106,1.6033844
265.55,264.7852,1.8739022
265.15,265.05527,2.357884
266.85,266.8281,1.7370014
266.65,267.51782,2.0082285
264.95,266.21133,2.178078
262.45,263.37396,2.1010237
267.95,267.02252,1.8360298
268.45,266.39807,2.0788002
266.55,266.43668,1.4904383
267.25,266.67535,1.7625692
260.95,261.15952,1.8906778
265.55,265.86218,1.3949194
265.95,265.60165,2.0403054
266.95,269.0339,2.3316393
265.05,266.3175,1.5403466
266.75,267.7931,2.0270562
272.45,272.00912,2.138817
271.65,271.51767,2.7432487
271.45,270.64722,2.0498521
273.25,273.837,1.8759849
270.85,270.6556,1.6656897
270.45,269.98083,1.8992803
270.35,270.15027,2.2141314
269.65,269.90524,2.220887
269.35,269.94504,2.0765085
269.25,270.4634,1.9249068
269.45,269.61584,1.853272
269.35,270.43536,2.3207216
269.85,270.4966,1.9074186
267.95,268.29156,2.0094006
268.15,268.80176,1.6291025
269.95,270.5291,1.8000103
270.15,268.70053,2.030662
268.15,268.8171,2.3947518
268.95,270.2813,1.9986212
268.25,268.44766,1.8490276
263.55,266.67978,1.7992176
267.45,268.58057,2.5339348
269.05,269.58817,1.6029863
267.05,268.32047,2.4475138
266.35,266.63153,2.0314066
265.85,266.24225,2.4952154
263.65,264.95856,2.6241295
260.25,264.00592,2.8382874
267.65,267.89468,1.4632076
271.15,271.38242,1.8728817
269.75,267.91257,2.439997
269.15,268.85495,2.0251234
268.05,267.32877,1.6301898
269.35,268.05185,2.0600686
270.05,269.4732,1.5397615
263.55,267.2774,2.4563167
273.05,270.9033,2.0477178
268.15,267.85126,1.735644
268.65,267.52652,1.6565242
260.95,260.5836,1.2914156
261.05,260.86267,1.4486449
273.05,274.23666,2.3442845
272.05,272.41348,1.410297
273.65,274.20724,1.8895651
274.05,273.537,2.079719
272.15,272.5027,1.1810577
272.85,271.95593,1.2746642
272.25,271.5765,1.2407662
272.15,271.65997,1.3176637
272.05,271.63367,1.0760334
271.45,271.10666,1.162865
271.45,271.09628,1.3330536
271.45,271.49026,1.1801307
271.25,270.7437,1.1081272
271.55,271.1712,1.2345595
270.45,270.36163,1.3443362
271.05,270.70383,1.1062318
270.25,270.33725,1.3237202
273.35,273.5437,1.3250448
272.45,273.2014,1.1487293
273.45,273.99408,1.6919215
272.55,273.0573,1.3495713
272.35,273.02725,1.4425881
271.95,272.02533,1.1298958
271.55,272.12024,1.01646
271.85,272.0861,0.99329174
271.15,271.8593,1.1047987
271.25,271.71634,1.0493121
269.45,270.68985,1.0465813
270.25,271.0616,1.3027886
263.65,266.61722,1.5440333
267.45,267.24426,1.3921456
269.15,269.24744,1.6280549
269.05,269.07843,1.3563809
262.85,265.528,2.0236747
269.15,268.77347,1.6067864
268.85,269.7748,1.7025032
268.35,269.64328,1.1489358
262.95,259.41037,2.6338158
262.85,266.8039,1.9072543
259.75,262.88638,3.9799716
258.55,260.89056,2.5264697
264.35,267.61737,1.8333876
262.85,266.1633,2.0639029
264.75,266.24142,2.131147
268.85,269.0111,1.6406353
268.05,268.4068,1.6249774
260.75,263.73895,2.6544518
261.55,263.36914,1.6810102
250.95,257.40002,2.9346764
258.95,263.81235,2.2620683
261.25,264.4709,1.7514111
260.15,262.0687,2.0783541
266.75,268.30978,1.7408032
262.95,264.28552,2.0193543
265.05,264.1943,2.755997
263.45,263.71603,2.2524025
266.05,267.82684,2.0425024
265.75,265.76962,1.8960752
261.75,265.05557,2.0959582
258.55,260.37137,3.0213776
260.95,261.88748,2.4809752
264.05,266.79266,1.4061284
249.75,258.02795,3.4693718
260.95,263.49734,2.954237
263.55,266.11783,1.8146051
267.35,268.34583,1.5303205
267.05,267.45444,1.4776258
260.15,259.92938,2.4170716
262.95,261.05786,2.7179594
260.05,260.16476,3.12865
264.45,265.6477,1.7120934
263.75,265.9408,2.300264
258.55,260.55298,2.0847692
262.65,265.3117,1.6687145
260.85,263.8427,2.3253975
271.05,270.1747,1.2130121
261.15,265.71204,2.3298917
262.95,265.55203,2.739972
273.55,273.98148,1.8032248
272.75,273.568,1.8822623
272.35,272.93018,1.4385039
273.75,273.49466,1.3129895
271.75,272.19528,1.0465293
270.55,271.98175,1.0284084
271.85,273.54565,1.0783504
272.45,272.32956,1.1577125
272.05,272.31766,0.97780585
270.75,271.9004,0.9715153
268.95,270.9319,1.0732294
272.05,272.75916,1.1361402
271.15,272.0131,0.97602826
267.35,269.5304,1.3984997
267.25,269.74518,1.0988717
269.95,271.14737,0.9921199
269.25,270.615,1.10893
271.05,271.81943,1.1975257
270.15,272.1537,1.1057696
266.75,268.57742,1.3583343
264.65,266.5067,1.2703199
269.95,271.13297,1.3454367
268.15,270.22992,1.218116
270.35,271.25336,1.226085
262.05,267.00494,2.0563436
265.85,267.05887,1.8212515
263.65,265.81833,1.9101267
263.05,265.5292,2.2082162
264.85,267.44547,1.6446829
271.35,272.38867,1.3581798
265.25,269.4343,2.2001677
264.35,269.1346,2.1689093
263.95,266.47797,1.9709353
264.55,264.68268,2.4906526
266.95,268.5662,1.690552
261.45,264.5438,2.8869882
266.35,268.11444,2.3087902
261.55,262.6719,2.4531286
260.35,261.95154,2.8630726
254.65,257.8581,2.739986
252.45,260.31708,2.844857
279.75,279.46512,1.3724127
274.45,277.4804,1.7681849
279.95,279.42844,1.0079099
280.05,278.91885,1.3713931
276.45,276.57407,1.8027732
277.15,276.79492,1.4133781
276.25,277.08755,1.7212658
277.85,277.8423,1.8509037
276.25,276.66617,1.3269047
273.55,275.78476,1.721698
277.75,278.63568,1.2180396
276.35,276.51944,1.4364989
275.05,276.50607,1.3534989
276.35,276.97458,1.8256589
273.85,275.56012,1.6312526
275.05,276.78122,1.5462261
273.95,275.39835,1.4717813
280.05,278.49304,1.4113946
275.65,277.77625,1.9954878
279.85,279.26523,1.5256292
274.85,276.84045,2.2604308
275.25,277.79388,1.8191118
275.05,276.31522,1.6772051
274.75,275.91495,1.7149323
274.55,276.4456,1.8145685
273.85,275.43594,1.7280964
274.25,275.79172,1.6342486
273.35,274.17334,1.3579314
273.55,275.40677,1.4223868
269.35,270.09622,1.3772473
273.15,272.9116,1.233011
273.95,274.97766,1.4793332
274.35,275.67694,1.5241498
269.45,269.9169,1.2914064
274.55,274.79715,1.6147025
273.35,274.36908,1.5126451
273.05,274.19635,1.3888708
268.75,265.88898,2.2832992
270.55,271.55148,1.5801094
270.45,270.3319,2.843009
267.65,267.62167,1.476086
271.35,272.36392,1.5966722
270.15,271.0704,2.0372357
270.55,271.845,1.5126724
273.35,274.6886,1.549377
273.45,273.93954,1.3553946
268.65,270.6018,1.6660309
270.95,271.2061,1.6289675
269.75,268.39786,2.869684
268.55,268.96136,1.417377
268.85,269.03452,1.9380224
268.55,268.03296,1.7754537
272.65,273.44193,1.6184976
268.65,269.7899,1.9021748
270.15,270.54294,2.1545386
270.05,270.95935,1.5371343
272.55,273.52036,1.5432725
271.95,272.5166,1.6539952
269.95,271.00217,1.6756593
265.45,267.93283,2.088847
268.35,268.09918,1.3802811
271.45,272.57135,1.4962577
269.55,267.7158,2.4849224
269.25,268.64264,1.811445
269.75,270.2941,1.4321642
272.75,273.41577,1.3635547
273.45,274.39597,1.3870102
266.55,267.13287,2.0910916
268.65,270.37296,2.2512276
269.45,269.19748,2.5741212
269.05,270.02975,1.2064708
270.05,270.70734,1.3174906
265.75,267.083,2.0050673
267.75,268.51904,1.4240745
268.55,269.06744,1.4647588
277.55,276.74823,1.6249585
268.95,270.06628,1.5644524
270.65,270.48346,1.6100031
279.65,278.88074,1.9148314
278.85,278.7295,2.09188
276.95,278.37283,2.1260066
279.65,278.5916,1.4596572
274.65,276.68387,1.6922112
273.15,275.3481,1.52852
275.25,276.9554,2.0135095
274.25,276.9636,1.9247177
274.15,276.0725,1.473021
273.35,275.663,1.5296134
273.25,274.4967,1.6317257
274.95,276.78394,1.7288121
274.05,276.01123,1.5161265
272.15,273.2303,1.888545
272.75,273.7518,1.5615267
273.65,274.86316,1.4975878
273.35,274.35727,1.5542016
273.65,275.65195,1.6923486
273.85,275.47086,1.6350164
271.55,272.9458,1.4866166
271.15,271.49524,1.5292044
273.35,274.53192,1.6048783
273.25,274.1792,1.5037141
273.65,275.02386,1.6854978
270.15,271.015,1.4901295
272.35,272.46625,1.5565056
271.95,271.76053,1.6540232
272.45,272.18524,1.6616436
269.85,271.43384,1.5719566
276.05,277.674,1.7657832
272.85,272.63208,1.9455278
273.45,272.99673,1.6838174
270.15,270.84503,1.4495015
270.15,270.41898,2.005886
270.85,271.38455,1.8558022
270.35,270.62518,2.752569
273.25,271.55252,2.273323
269.85,270.63684,2.4865282
267.55,270.14752,2.6564462
267.35,264.99606,1.6028078
269.05,265.2181,1.6657228
278.25,278.5739,1.5785588
277.55,277.30847,1.7217005
277.95,278.51062,1.1550626
277.25,278.1464,1.4143102
276.55,276.22504,1.9414219
277.35,276.16263,1.4528189
276.25,275.9495,1.8621408
277.15,276.68936,1.9324596
275.15,275.60257,1.7190797
275.15,275.42896,1.9387627
276.55,276.9896,1.610133
275.75,275.25537,2.0387232
274.85,275.34915,1.7210195
275.35,276.1655,1.9398043
274.85,274.6343,1.9561762
274.55,275.0956,1.67992
274.45,274.40576,1.8561518
278.75,277.73825,1.1816422
278.15,277.0931,1.7670485
278.35,278.26416,1.3819411
278.05,276.4605,2.133235
278.05,277.35013,1.7185749
276.95,276.10538,1.7221313
275.55,276.12534,1.7969679
276.25,276.24872,1.8020416
275.25,275.6947,1.9012203
276.25,275.23123,2.0580661
275.05,274.7512,1.5478208
275.45,275.12894,1.7107828
273.65,272.70493,1.2925915
273.95,272.8243,1.2027361
274.25,273.40472,1.8019795
273.85,273.0762,1.6623101
273.15,272.2294,1.2149004
273.55,273.6724,1.6881195
275.35,274.2862,1.7098888
274.75,274.29883,1.358223
266.05,266.90784,1.8026024
272.95,273.17285,1.2441049
271.15,272.7886,2.2682822
270.55,270.03894,1.4490529
274.45,274.59253,1.1238885
272.45,273.01144,1.460348
273.55,273.34732,1.3861893
273.65,274.04245,1.7377446
273.75,273.49606,1.3513265
271.95,272.18817,1.307502
268.75,270.91245,1.3586211
270.05,270.2189,2.0752516
272.35,272.09314,1.2482294
269.45,270.42905,1.3361473
269.35,268.8472,1.3708915
274.65,274.01645,1.5090963
272.35,272.112,1.3923862
272.25,272.35657,1.7680073
272.65,272.11728,1.2327118
273.05,273.81702,1.5927405
272.95,273.0893,1.292479
271.35,272.28052,1.2512997
271.25,271.16632,1.3777969
272.45,271.85184,1.2547417
273.75,272.51685,1.1829072
268.05,268.8697,2.3498657
272.45,272.22372,1.6242586
272.85,272.64764,1.4581418
273.35,273.35782,1.2568228
273.45,272.13162,1.4169621
269.95,269.97342,1.5581509
272.75,272.71936,1.4488006
272.65,272.11276,1.6248491
272.65,272.65555,1.1548494
273.65,272.8637,1.2392722
268.25,269.55,1.2887565
271.45,271.9717,1.2885382
272.45,272.32455,1.2861556
275.35,275.10745,1.9497383
272.85,272.37274,1.2270395
273.15,272.98117,1.4274815
279.65,277.3663,1.8407408
279.55,277.0843,1.8785805
278.95,276.99878,1.9931148
279.65,277.87103,1.2162594
277.65,276.72726,1.4604502
275.15,275.53357,1.5137498
277.45,276.5253,1.7606919
276.75,276.7909,1.8892972
277.25,276.40424,1.5518245
276.75,275.97516,1.3717748
275.65,274.6105,1.3348815
277.75,276.80316,1.8080415
276.35,276.4779,1.5069888
274.15,273.8957,1.7178775
274.75,273.90817,1.2856815
276.05,275.3524,1.3531251
274.35,274.5212,1.4541893
274.75,275.96817,1.9172645
274.65,275.72946,1.4713173
273.65,273.62875,1.2954303
274.05,272.1068,1.2805299
275.05,274.64578,1.9801458
274.65,274.57568,1.4122443
274.75,275.2294,1.9364921
273.05,272.93057,1.6932102
273.75,272.9919,1.2942629
272.45,271.9257,1.3476174
272.65,271.79132,1.637475
274.55,272.98212,1.318205
277.75,276.96167,1.4835501
273.75,273.22217,2.0720081
274.35,274.23462,1.703914
273.25,272.6647,1.4747359
272.25,272.5089,1.5699451
273.55,273.61108,1.3265747
272.45,271.85056,1.7079682
274.15,274.2395,1.2549247
271.85,272.61322,1.7928919
270.85,272.30142,1.8648053
265.65,264.16812,1.9134573
260.25,264.0184,2.2788332
279.55,278.6937,1.4153641
279.35,278.10956,1.487608
279.65,278.51495,1.0704966
277.75,278.11813,1.2299097
278.75,277.78098,1.5796741
277.85,276.64795,1.30698
278.65,277.35352,1.4680974
278.65,277.2848,1.6399817
278.45,277.01544,1.611686
277.75,276.96945,1.6067345
278.35,276.71655,1.5301585
278.05,277.049,1.5308256
277.95,276.12622,1.5265023
278.25,276.8793,1.6368506
277.25,276.10223,1.385016
277.75,275.64517,1.424759
277.45,275.98755,1.4303766
279.35,278.74158,1.1549652
280.35,278.69403,1.3213418
279.15,278.5213,1.053493
279.65,278.61914,1.4484482
279.75,278.80286,1.436514
278.95,277.57828,1.3519018
278.75,277.36508,1.5738586
278.65,277.72665,1.538002
277.95,276.9488,1.4396238
277.95,277.2919,1.3875878
277.45,275.5024,1.1456176
277.55,276.18207,1.4367841
272.45,270.81195,1.3101006
273.15,272.79926,1.2554203
276.05,274.08133,1.4120227
276.35,273.98242,1.3397799
272.95,271.4089,1.319388
276.15,274.34076,1.4253381
276.45,275.2826,1.7123815
275.95,274.65936,1.3059902
268.55,265.72156,1.7811918
273.55,272.23492,1.3389555
272.85,271.657,2.678466
267.45,268.39502,2.0717335
274.95,272.81787,1.3118014
273.45,272.0933,1.401635
274.15,272.9618,1.265408
276.25,275.23367,1.3570141
274.35,274.15338,1.3823136
273.55,271.4883,1.423889
270.45,268.94675,1.5366313
269.65,265.9332,2.9707186
272.55,270.4974,1.3920076
269.35,268.53806,1.3585664
266.55,266.7305,1.8850853
275.65,274.69534,1.2626541
271.85,270.54794,1.5671642
273.95,271.2598,1.9266245
272.85,271.11426,1.3667514
274.95,274.04602,1.6440203
274.55,272.64874,1.0844467
271.65,270.64664,1.3207347
270.95,269.8057,1.3783245
271.55,269.8342,1.3427218
273.25,271.81787,1.2104344
265.95,264.51294,3.0953665
272.95,270.76883,1.9230696
272.65,271.26306,1.3013618
274.95,273.8376,1.3103619
274.25,272.71396,1.3745399
268.05,268.26816,2.093714
272.75,270.52414,2.0337737
272.15,269.47314,2.3720372
271.95,270.88968,1.1874158
274.15,272.10318,1.263709
268.95,268.12402,1.5359125
271.05,269.9497,1.4194164
272.65,270.86084,1.5639064
277.65,275.86346,1.649976
273.45,270.94376,1.2666862
273.95,271.4952,1.5196407
279.35,279.58005,1.2212558
279.15,278.57455,1.497613
279.55,278.6608,1.290134
279.45,278.78662,1.0909326
279.65,277.97974,1.3356137
279.45,277.55322,1.5632044
280.15,278.63626,1.3925025
279.75,278.17203,1.449003
279.35,277.85898,1.4057535
278.85,277.10037,1.4787949
278.05,275.98914,1.6160772
279.55,278.03064,1.5696726
278.65,277.868,1.4329236
277.05,274.76205,1.9398217
276.15,274.35437,1.5254581
277.85,276.33792,1.4561794
277.65,275.87173,1.470256
278.25,277.52167,1.5083572
277.45,276.66132,1.5867189
275.65,273.81674,1.4321331
273.35,271.5001,1.2904292
277.75,276.4549,1.3564396
276.85,275.18076,1.3105266
277.45,276.4792,1.4738171
274.05,272.85657,1.5302385
273.95,272.24005,1.2633144
272.85,271.4292,1.2748936
272.55,271.64297,1.3541013
272.65,271.81665,1.467021
278.65,278.5043,1.3568931
278.05,275.47495,2.024811
277.75,275.95596,1.8382728
273.25,271.628,1.1983991
273.85,271.2022,1.7500336
273.55,271.70483,1.5860116
271.85,270.14722,2.3934627
276.05,274.8738,1.7937659
271.15,268.82938,2.5397594
269.15,267.49878,2.6600838
261.95,261.78137,2.3204234
259.85,261.029,3.3570755
280.15,280.50153,0.9312655
278.65,278.27457,1.348448
280.15,280.35144,0.7257935
278.45,280.0899,0.99491286
278.85,277.7276,1.359061
278.25,277.85266,1.0584202
278.85,277.59772,1.3390371
278.35,278.32114,1.4247155
278.05,277.4216,1.2882893
278.45,276.83163,1.3423829
277.45,278.67276,1.1800687
278.55,277.47034,1.3325827
277.95,277.35382,1.0765221
277.95,277.51968,1.3408386
278.05,277.03714,1.1688515
277.35,277.16296,1.0538099
278.05,276.9949,1.1477151
279.25,278.8919,1.0344099
279.55,278.34964,1.460782
279.75,279.9435,0.97262406
279.05,277.87152,1.5841448
279.65,278.94702,1.5167131
278.55,277.32397,1.327962
278.65,277.2494,1.4397354
278.75,277.27914,1.3759682
278.05,277.143,1.2096169
278.25,276.9241,1.1295824
277.15,276.41705,0.92694306
277.85,277.1334,1.0817771
273.75,273.1109,1.0173517
274.65,275.13846,0.97224617
275.75,276.45367,1.0407057
275.85,276.38678,0.96821976
273.15,273.1652,0.9934178
275.55,276.40518,1.0529618
276.15,276.85062,1.2591879
275.85,276.06082,0.8053888
267.55,267.3406,1.1724439
272.45,272.958,1.5043237
273.55,273.74268,1.8330349
270.55,270.905,0.8742271
273.35,274.1542,1.311305
271.85,273.34528,1.5055032
273.45,274.23178,1.2656254
276.75,276.8474,0.8813094
275.45,275.8086,1.0087893
271.75,272.38678,1.3703921
269.75,271.09677,1.0180194
271.95,271.17352,1.6707455
271.55,271.14386,1.5634062
270.65,270.1551,1.2064391
269.75,270.00064,1.2818196
274.65,275.7189,1.2933092
273.35,273.2752,1.3375134
273.65,273.75427,1.2465578
271.95,272.56943,1.1508358
274.55,275.78445,1.1692784
273.85,274.0077,0.8688406
270.85,272.0769,0.99665344
269.45,270.14087,1.8897343
270.95,272.07224,1.1415502
274.05,273.462,0.82626843
271.65,270.02936,1.8582244
272.55,273.20282,1.4432948
272.95,273.17484,1.0174232
274.85,275.42218,0.85253257
274.55,275.2152,0.86851025
269.45,270.43024,1.4933822
272.65,273.30927,1.3503627
272.85,272.81128,1.5604861
272.45,273.23355,0.94036585
273.55,273.99875,1.0195439
268.45,268.8203,1.5397956
270.85,271.89395,1.1311902
271.75,272.18533,1.478357
277.45,277.55124,1.2324196
272.95,272.79047,0.84555435
273.25,273.37772,1.5189941
279.35,279.40784,1.5117574
278.85,279.03134,1.5226942
278.75,278.45233,1.5249392
279.25,279.20856,1.1828524
278.65,277.06342,1.2801304
278.05,276.8549,1.3944985
279.05,277.88065,1.4301775
279.45,277.76297,1.441197
279.05,277.67648,1.2056161
278.35,276.91544,1.0374979
277.55,275.96457,1.0850345
279.15,277.7802,1.2877538
278.45,277.24557,1.1456345
276.05,275.6663,1.3110392
276.05,275.00583,1.0088857
277.85,276.59247,1.028545
277.35,276.18372,1.0981202
278.45,277.3973,1.3722117
278.15,277.0837,1.2241249
275.05,274.79846,0.9890573
273.65,272.94138,0.8276789
277.85,276.94888,1.2943941
276.95,276.1696,1.0582666
277.55,276.80545,1.3457198
274.65,274.5421,1.1076332
275.15,274.17065,0.78471863
273.25,272.95578,0.85831916
273.05,273.28522,0.95550585
274.65,273.75107,0.9914229
278.85,277.76855,1.4059443
