t2m,mu,sigma
271.25,273.57736,2.3183572
271.55,274.87613,2.814576
270.45,273.2157,2.1942976
271.05,273.7784,2.179036
270.25,272.98752,2.1509418
273.35,275.947,2.1723783
272.45,274.5505,2.154521
273.45,277.8452,1.9005167
272.55,274.7476,2.387848
272.35,275.77332,2.3397214
271.95,274.36957,2.0398269
271.55,273.7012,2.1523478
271.85,274.00122,2.1285255
271.15,272.95584,2.0620227
271.25,273.2915,2.1124606
269.45,273.03363,1.7920601
270.25,273.3306,2.131104
263.65,269.00317,2.2238019
267.45,271.39545,2.3525193
269.15,272.94476,2.0496547
269.05,272.85965,1.9996542
262.85,268.43332,3.1076198
269.15,272.68185,1.9198364
268.85,272.8148,2.5714464
268.35,272.3075,1.8692263
262.95,263.5035,3.605071
262.85,269.01047,3.0732985
259.75,264.69006,4.8275647
258.55,265.5518,3.3148384
264.35,270.5479,2.9092004
262.85,268.62073,3.2119405
264.75,269.4966,3.7776566
268.85,272.86072,2.016922
268.05,272.2159,2.3464823
260.75,268.676,3.6668715
261.55,267.73947,2.577495
250.95,262.747,4.140658
258.95,266.59744,3.2134435
261.25,267.2055,2.3508532
260.15,265.6825,3.0299597
266.75,272.08353,3.0215633
262.95,267.65964,2.5637565
265.05,266.59305,3.6785216
263.45,268.0089,3.4978504
266.05,270.8208,3.2621303
265.75,269.9498,2.8192384
261.75,268.70572,2.8860643
258.55,263.88306,3.722239
260.95,266.37997,3.9482195
264.05,269.88538,2.2956731
249.75,263.45804,4.247834
260.95,264.88852,3.7421424
263.55,268.33844,2.93647
267.35,271.23596,2.6981604
267.05,271.7694,2.2028873
260.15,263.24527,3.1546698
262.95,264.45895,3.9810362
260.05,263.51953,4.102365
264.45,268.50534,2.713735
263.75,269.36493,3.148945
258.55,265.38004,2.9578192
262.65,268.69293,2.5962777
260.85,267.22446,3.2110229
271.05,274.38287,2.6483488
261.15,268.84192,2.670809
262.95,267.19196,3.6481364
273.55,275.69086,2.8178535
272.75,275.43036,2.6390815
272.35,274.71365,2.5808024
273.75,275.38806,2.022738
271.75,273.54852,1.772888
270.55,272.5711,2.0010517
271.85,273.96417,1.9203134
272.45,273.83264,1.9683797
272.05,273.77005,2.1478496
270.75,272.80673,1.8485132
268.95,271.97495,2.0690598
272.05,273.9029,1.8144822
271.15,273.449,1.7034419
267.35,270.5876,2.569745
267.25,271.61462,1.9841774
269.95,272.90332,1.749907
269.25,272.49313,2.1036441
271.05,273.4667,2.1957922
270.15,273.26926,1.8347296
266.75,271.46912,2.1142282
264.65,269.4839,2.2192764
269.95,273.38565,2.5523696
268.15,272.6448,1.9484076
270.35,272.7143,2.1780858
262.05,268.66925,3.063513
265.85,270.46747,3.1246893
263.65,268.82907,3.2794075
263.05,269.45206,3.1028821
264.85,269.7136,2.465432
271.35,273.19052,2.1412435
265.25,270.07687,3.2634146
264.35,269.32697,3.1854634
263.95,268.74615,2.7475636
264.55,266.32965,3.5695891
266.95,269.84512,2.1325417
261.45,266.09268,3.7263799
266.35,269.62436,3.0384817
261.55,265.58737,3.2594352
260.35,264.37943,3.457624
254.65,262.4323,3.4716747
252.45,263.78378,3.7920563
279.75,280.03903,1.3202177
274.45,278.66632,2.3177965
279.95,279.9751,1.07569
280.05,280.08603,1.3143595
276.45,277.726,2.7266743
277.15,278.28174,1.6402948
276.25,277.96832,2.1271944
277.85,278.78766,1.9408478
276.25,277.98444,2.3631246
273.55,276.58136,2.489695
277.75,279.07806,1.6787986
276.35,277.12506,2.69397
275.05,277.0817,2.5884233
276.35,278.09955,2.45708
273.85,275.96774,2.6510503
275.05,277.2291,2.3384583
273.95,276.03693,2.7137702
280.05,279.5574,1.6365004
275.65,278.4277,2.38191
279.85,280.04407,1.43227
274.85,277.89087,2.7293952
275.25,278.95822,2.4047258
275.05,277.70093,2.4652295
274.75,276.89932,2.6715941
274.55,277.33273,2.8936315
273.85,276.339,2.6002812
274.25,276.29694,2.808812
273.35,275.64557,2.1849732
273.55,276.2095,2.5152857
269.35,271.46808,1.444355
273.15,275.20972,2.063329
273.95,275.95538,2.326102
274.35,276.74173,2.4900427
269.45,271.03482,1.9818556
274.55,276.3973,2.0639849
273.35,275.94534,2.140998
273.05,274.82806,2.0148776
268.75,267.39258,2.5446937
270.55,273.02106,2.6010184
270.45,271.43512,3.485674
267.65,269.7017,1.8139063
271.35,274.0926,2.1975086
270.15,272.44022,2.6283622
270.55,273.97485,2.5739336
273.35,275.71347,2.3897572
273.45,275.28888,2.1463666
268.65,272.0591,2.9765768
270.95,271.87906,1.8340815
269.75,271.4633,2.7708845
268.55,271.56668,2.5395322
268.85,270.5217,1.9916323
268.55,269.57742,2.1565611
272.65,275.49918,2.0946906
268.65,272.01773,2.5911896
270.15,271.77548,2.7206266
270.05,272.56787,2.4001157
272.55,275.10693,2.1829326
271.95,273.41483,2.2383287
269.95,271.95914,2.0500224
265.45,269.8657,2.8561618
268.35,269.98627,2.3808544
271.45,273.52695,1.9193364
269.55,271.13638,2.888901
269.25,270.8855,2.4362588
269.75,271.13528,1.6701751
272.75,274.4261,2.3292134
273.45,275.47845,2.2524784
266.55,269.14432,2.2851715
268.65,271.5502,2.8394403
269.45,270.84857,2.8519087
269.05,271.04807,1.6104165
270.05,272.3493,2.0842094
265.75,268.25656,2.4753861
267.75,270.6063,1.5117936
268.55,271.4019,2.2837322
277.55,278.16055,2.363091
268.95,271.57446,1.8518733
270.65,271.6807,2.478076
279.65,279.74863,2.2871487
278.85,279.39374,1.8927618
276.95,278.74664,2.2618551
279.65,279.51038,1.5785054
274.65,278.01767,2.228475
273.15,276.32977,2.3783777
275.25,278.25952,2.4768944
274.25,277.913,2.5149052
274.15,277.184,2.7313962
273.35,276.65045,2.1703215
273.25,275.5103,2.1853895
274.95,277.96057,2.363441
274.05,277.0148,2.3920553
272.15,274.10168,2.4690104
272.75,274.665,2.0966527
273.65,276.0314,2.0605967
273.35,276.13202,2.0800953
273.65,277.0157,2.7218122
273.85,276.89188,2.2764437
271.55,274.1368,1.9950314
271.15,272.82162,1.9711857
273.35,276.49817,2.8609667
273.25,275.1926,2.0697641
273.65,275.98624,2.7051177
270.15,272.21494,2.0914145
272.35,273.2412,2.2119143
271.95,271.9627,2.2259855
272.45,273.17825,2.3842978
269.85,272.58096,1.8252372
276.05,277.83838,2.3943305
272.85,273.77173,2.4127026
273.45,274.13403,2.1658123
270.15,271.60577,1.6410588
270.15,271.71417,2.4913826
270.85,272.49902,2.0106943
270.35,272.28586,3.4682748
273.25,273.20377,2.9141269
269.85,272.04874,2.9580421
267.55,271.8484,2.877923
267.35,266.9292,2.3530076
269.05,267.38785,2.1301506
278.25,278.86066,1.3760335
277.55,277.70532,2.202602
277.95,278.60675,1.0530269
277.25,278.9692,1.2485213
276.55,277.40353,2.3526068
277.35,276.92633,1.5175774
276.25,276.89816,1.9503318
277.15,277.58102,2.0398748
275.15,276.81943,2.2996802
275.15,276.4202,2.1954188
276.55,278.09653,1.5959108
275.75,276.51318,2.4576733
274.85,276.25806,2.3674495
275.35,276.9166,2.6425629
274.85,275.73517,2.2687376
274.55,276.07166,2.505063
274.45,275.7478,2.286729
278.75,278.56122,1.2829762
278.15,277.8457,2.023548
278.35,279.19525,1.3579379
278.05,277.47168,2.2860096
278.05,278.12875,2.1518664
276.95,277.0292,2.225943
275.55,276.8306,2.3320732
276.25,277.2736,2.4743795
275.25,276.44934,2.2705114
276.25,276.22418,2.3667502
275.05,275.4785,1.8715914
275.45,276.21378,2.140767
273.65,272.6795,1.4151851
273.95,274.4517,1.6993654
274.25,274.51825,2.5909877
273.85,275.09128,2.8564682
273.15,272.2861,1.6133735
273.55,275.13498,1.9698994
275.35,275.72266,2.0251193
274.75,274.532,1.7022305
266.05,267.93756,2.5648217
272.95,273.59793,2.0091887
271.15,271.93692,3.0346446
270.55,270.22528,1.469521
274.45,274.5812,1.7310059
272.45,273.43854,1.5899315
273.55,274.3231,1.7776803
273.65,275.28793,2.0854344
273.75,274.5912,2.0089064
271.95,273.2782,1.611183
268.75,271.30783,1.3496104
270.05,271.07962,1.973016
272.35,272.8436,1.7564338
269.45,271.0074,1.4540354
269.35,270.00766,1.9771482
274.65,274.9425,1.8471501
272.35,272.4295,2.0303469
272.25,272.3309,1.9777362
272.65,273.15704,1.4314396
273.05,274.87555,1.7936734
272.95,273.55118,1.5529668
271.35,272.40088,1.37064
271.25,271.90845,1.873386
272.45,272.17355,1.575909
273.75,273.65442,1.3329667
268.05,270.65527,2.1461914
272.45,272.43417,1.5946412
272.85,272.06793,1.6584457
273.35,274.5284,1.6892539
273.45,274.37582,2.2925305
269.95,270.50845,1.4125664
272.75,272.895,1.5218108
272.65,272.32812,1.7488728
272.65,272.3712,1.5312959
273.65,273.50516,1.6495262
268.25,269.49548,1.5270203
271.45,271.9528,1.4109553
272.45,273.116,1.4587975
275.35,276.73438,2.5969257
272.85,272.43506,1.4061887
273.15,273.16895,1.8459709
279.65,278.66403,1.9661472
279.55,278.1997,1.7814198
278.95,278.00046,1.9443204
279.65,278.86786,1.2992262
277.65,277.75064,1.9016745
275.15,276.26288,2.209553
277.45,277.66922,2.0563745
276.75,277.488,2.0613256
277.25,276.98587,2.201141
276.75,276.69055,1.9365335
275.65,275.10815,1.9755083
277.75,277.7679,2.0148149
276.35,277.0142,1.9924632
274.15,274.31445,2.095832
274.75,274.50397,1.7549572
276.05,276.08487,1.7346885
274.35,275.38818,1.9184515
274.75,276.78613,2.3660667
274.65,276.51773,1.9394379
273.65,273.9389,1.6598628
274.05,272.75006,1.6083533
275.05,276.10782,2.4428403
274.65,275.07767,1.7090325
274.75,275.90402,2.312766
273.05,272.68436,2.080455
273.75,273.27756,1.5236344
272.45,272.0184,1.5577815
272.65,272.50266,1.8904258
274.55,273.45142,1.5758032
277.75,277.9354,1.9209846
273.75,273.9494,2.7231002
274.35,274.56137,2.6223698
273.25,272.4182,1.7133081
272.25,272.61768,1.9001489
273.55,273.7201,1.7688763
272.45,272.5447,2.5253565
274.15,275.26874,1.920723
271.85,273.45444,1.829684
270.85,273.2706,1.9960768
265.65,266.0412,2.3256638
260.25,266.09836,2.7005641
279.55,279.21176,1.3085232
279.35,278.35275,1.558315
279.65,278.9668,1.0758464
277.75,278.7047,1.3109657
278.75,278.59702,1.6109133
277.85,277.4099,1.3698845
278.65,277.9583,1.7255536
278.65,278.13705,1.3860557
278.45,278.53986,1.7121413
277.75,278.18298,1.707642
278.35,278.1112,1.4146599
278.05,278.1158,1.9064536
277.95,278.09097,1.7160687
278.25,278.0127,1.8148503
277.25,277.73978,2.1124222
277.75,278.07465,1.8161535
277.45,277.87976,2.0915802
279.35,279.24698,1.185933
280.35,279.07047,1.481477
279.15,279.19052,1.121978
279.65,279.02393,1.6717012
279.75,278.90952,1.6438863
278.95,278.11438,1.666416
278.75,278.40082,1.7140712
278.65,278.06314,1.845124
277.95,278.425,1.8800844
277.95,277.96927,1.9061189
277.45,277.51413,1.7115167
277.55,277.8542,1.9744458
272.45,273.30356,1.859228
273.15,276.02014,2.028819
276.05,277.50192,1.9063985
276.35,277.87085,2.1583073
272.95,273.53766,1.8301246
276.15,277.6117,2.1245146
276.45,277.69016,2.1695232
275.95,276.82178,1.8019304
268.55,269.0218,2.4718573
273.55,274.00006,2.296906
272.85,273.6547,3.577532
267.45,271.39328,2.2367308
274.95,274.81073,2.0719519
273.45,273.8945,2.0725842
274.15,275.40558,2.0975025
276.25,277.37534,1.9949982
274.35,276.89877,2.0176783
273.55,273.9259,2.3442695
270.45,271.8688,1.4925154
269.65,270.79166,3.237176
272.55,273.25256,2.2032382
269.35,270.6036,1.7716597
266.55,270.9726,2.2158356
275.65,276.30573,2.0857599
271.85,273.39514,2.2560217
273.95,274.03397,2.7745152
272.85,273.78607,1.962423
274.95,276.45288,1.9973724
274.55,274.65643,1.9216
271.65,272.8709,1.7573615
270.95,272.0183,2.431353
271.55,272.17017,1.9692165
273.25,274.01248,1.5990756
265.95,269.57867,3.3230073
272.95,273.11017,2.4397671
272.65,273.44357,2.0782251
274.95,276.34753,1.8758765
274.25,276.40988,2.1397831
268.05,271.30154,2.1113973
272.75,273.64166,2.4273658
272.15,272.56094,2.5556612
271.95,273.21194,1.8236814
274.15,274.71045,2.003556
268.95,269.59064,2.0498617
271.05,272.16812,1.8320252
272.65,272.62396,2.2144058
277.65,278.17963,1.6869042
273.45,272.86234,1.7895889
273.95,274.0134,2.4015727
279.35,279.484,1.816943
279.15,279.1037,1.5098218
279.55,279.25793,1.5740535
279.45,279.6764,1.1165061
279.65,278.7555,1.6098646
279.45,278.08188,1.8609662
280.15,279.1508,1.6276523
279.75,279.0183,1.6493422
279.35,278.9688,2.0580924
278.85,278.13248,1.6882505
278.05,277.1777,2.0284958
279.55,279.09537,1.5079647
278.65,278.73953,1.6763144
277.05,276.4243,2.4840329
276.15,276.33774,2.2335527
277.85,277.98773,1.7151247
277.65,277.0786,2.0652754
278.25,278.94193,1.7026713
277.45,278.2127,1.674963
275.65,276.00348,1.9262787
273.35,273.62006,1.9779576
277.75,278.32822,2.0618656
276.85,277.13217,1.883687
277.45,277.7711,2.0032032
274.05,274.33847,2.115349
273.95,275.3681,1.7601693
272.85,273.90103,1.7484815
272.55,274.63232,1.8488158
272.65,273.9972,1.8572015
278.65,278.98938,1.770678
278.05,276.2598,2.4306984
277.75,276.68292,2.419394
273.25,273.94495,1.9548122
273.85,273.8571,2.4627793
273.55,274.11633,2.4310324
271.85,273.63593,2.9087446
276.05,274.89417,2.603262
271.15,272.4809,2.8322506
269.15,270.86798,2.9723046
261.95,266.1254,2.8673587
259.85,264.83398,3.4453082
280.15,278.1634,1.6793303
278.65,276.2341,2.2298286
280.15,278.47586,1.3996207
278.45,278.0101,1.6952698
278.85,275.57697,2.340961
278.25,275.8581,1.9654342
278.85,275.4293,2.3530326
278.35,276.20517,2.2447176
278.05,275.15225,2.2521002
278.45,274.57263,2.2272468
277.45,276.52393,1.9497626
278.55,274.95627,2.466608
277.95,274.71732,2.36908
277.95,275.10086,2.427473
278.05,274.36826,2.4143496
277.35,274.55084,2.1980102
278.05,274.40613,2.5002646
279.25,277.5399,1.685965
279.55,275.57028,2.3790488
279.75,278.33487,1.5011882
279.05,275.27942,2.5541773
279.65,276.38235,2.3850634
278.55,275.50146,2.315794
278.65,275.1036,2.4371996
278.75,275.05902,2.615861
278.05,274.8946,2.3849554
278.25,274.91266,2.4406924
277.15,274.8397,1.9009085
277.85,274.67618,2.22373
273.75,272.17657,1.6936389
274.65,273.03088,2.156748
275.75,274.1175,2.0869617
275.85,274.1074,2.1462896
273.15,271.32462,1.9238975
275.55,274.26147,2.1756394
276.15,274.8862,2.1937792
275.85,273.921,1.742038
267.55,267.1506,2.427476
272.45,272.4383,2.283119
273.55,272.36584,3.11738
270.55,269.34732,2.2502725
273.35,273.21353,1.9771367
271.85,271.9602,2.2662382
273.45,272.82953,2.5175161
276.75,274.70166,1.9769855
275.45,273.64426,2.1882155
271.75,270.26553,3.2902815
269.75,268.8716,1.896647
271.95,269.99994,2.9889119
271.55,270.81894,2.6388187
270.65,268.88535,1.8137918
269.75,268.7559,2.0896063
274.65,274.10123,2.1959875
273.35,271.79407,2.5439868
273.65,272.58542,2.6758084
271.95,271.37277,2.174182
274.55,273.4653,2.4554248
273.85,271.6258,2.310459
270.85,271.03464,1.8619115
269.45,268.86444,3.0736713
270.95,269.79825,2.4456377
274.05,271.7989,1.5424562
271.65,269.68286,2.8507857
272.55,271.0764,2.9788206
272.95,271.60455,1.9278648
274.85,273.5897,1.9108695
274.55,273.28375,2.137714
269.45,268.61655,2.8265867
272.65,271.3511,3.302435
272.85,270.04462,3.4089367
272.45,271.84317,1.713061
273.55,272.78342,1.8053449
268.45,267.27002,2.5985591
270.85,270.81976,1.9230498
271.75,270.88742,2.5653236
277.45,274.88995,2.272776
272.95,270.73486,1.9969605
273.25,271.82544,2.7517
279.35,277.43045,2.317282
278.85,277.1706,1.8583779
278.75,276.1701,2.264723
279.25,277.48227,1.5502309
278.65,275.62662,2.2235177
278.05,274.78143,2.386746
279.05,275.7102,2.4391165
279.45,276.01553,2.4336174
279.05,275.94824,2.4941354
278.35,275.36746,1.8858641
277.55,274.55685,2.0498078
279.15,276.00818,2.226608
278.45,275.85925,2.0838072
276.05,273.58813,2.1474128
276.05,273.74298,1.8871031
277.85,275.10492,1.8083656
277.35,274.7745,1.986843
278.45,275.30783,2.4629228
278.15,275.61032,1.9030876
275.05,273.31378,1.6634419
273.65,271.98083,1.7038479
277.85,275.35205,2.4946208
276.95,274.5628,1.734861
277.55,274.55154,2.3951414
274.65,272.1564,2.0916622
275.15,271.91577,1.9509534
273.25,270.6879,1.9553207
273.05,271.24826,2.3118796
274.65,272.85617,1.6909709
278.85,275.94632,2.3751898
274.85,273.1252,2.757707
276.25,273.37582,2.653447
274.05,272.0637,1.7142909
273.55,272.45337,2.4723568
273.75,272.6357,1.8298262
273.65,272.73148,2.754041
276.25,274.32898,1.9010494
272.55,272.24475,2.6331549
270.95,271.75015,2.5064046
268.65,265.3224,2.5745342
267.95,265.13467,2.813135
279.65,281.03763,1.0601525
279.15,280.38058,1.562543
279.55,281.08337,0.9304338
278.35,280.8137,1.1815759
279.35,279.8535,1.7796872
278.85,279.6487,1.231137
278.95,279.57663,1.6504515
278.65,279.6449,1.4184872
277.75,279.2319,1.7296737
279.05,278.54965,1.7848068
278.55,280.18747,1.0477138
278.75,279.0426,1.8779109
277.95,279.02576,1.6296773
278.05,279.09335,1.8347378
279.05,278.24484,1.9018776
277.65,278.50287,1.8173348
278.45,278.38242,1.9902574
280.25,280.62866,1.2025665
278.85,280.07715,1.6829302
279.95,281.32962,1.0134802
279.05,279.73856,1.9316008
279.65,280.37683,1.6949224
279.45,279.56863,1.881164
279.15,279.164,1.941076
279.45,279.1492,1.9232322
278.15,278.7475,1.9884499
279.05,278.78253,2.019277
277.55,278.30032,1.8368545
278.45,278.49286,1.9592673
276.75,275.00552,2.161535
277.15,276.5962,1.836201
275.25,277.54465,1.6862867
276.75,277.63382,1.6329098
274.75,274.34857,2.3803585
277.45,277.8488,1.8978894
277.95,278.27536,2.0371106
277.65,277.13837,1.89567
271.45,268.78473,2.5307138
277.35,275.3845,2.4907758
278.15,275.68457,3.2156253
274.15,271.1732,2.1732142
277.95,275.4011,2.3193512
277.05,274.7994,2.412682
275.35,275.51358,2.0282724
277.95,277.98862,1.8245732
277.45,277.37192,1.7545211
276.35,274.09753,2.4462934
271.75,271.92642,1.5682703
275.95,271.98236,2.8597667
276.05,273.46674,2.5101142
271.95,271.40158,1.9457631
273.15,271.08755,2.2853892
277.75,277.01947,2.266467
277.25,274.26666,2.677406
277.95,275.27466,3.00169
274.25,274.02298,1.8768779
275.85,277.27222,1.8131049
275.85,275.2848,2.0295436
274.45,273.37384,2.08738
275.65,271.33124,2.715889
275.55,272.96185,2.3179812
274.95,274.7565,1.7701979
274.75,270.9479,3.1206512
276.65,273.37625,3.0034006
276.85,274.42297,2.4181917
276.85,277.09488,1.793375
276.15,276.8263,1.6045953
273.05,270.84888,2.6054893
277.45,274.14893,3.1399922
276.25,273.37366,3.1587293
276.15,274.15463,2.265823
277.25,275.3014,2.4633546
271.45,269.41998,2.298968
274.15,273.42065,2.1625977
277.35,273.54553,2.4660733
278.15,278.88397,1.6993655
274.75,273.71268,2.263187
277.75,275.24747,2.8403652
280.05,281.13858,1.715454
279.35,280.6727,1.4378223
278.95,280.2005,1.7409393
279.65,280.50027,1.2749449
278.65,279.36133,1.8412119
277.55,278.54214,2.119771
278.35,279.83472,2.0026553
278.95,280.01437,2.029989
278.65,279.61032,2.140603
277.35,278.7746,1.8496124
277.45,277.9463,2.1477487
279.05,280.1019,1.8059282
277.35,279.16965,1.8145455
276.85,276.88303,2.4551265
276.35,276.94608,2.1614318
277.45,278.49884,1.7377825
276.25,277.98923,1.911494
278.55,279.22568,1.9473909
277.85,278.9921,1.7192459
276.25,276.3401,1.8870698
274.65,275.04037,1.8291004
277.95,279.05975,2.148823
275.55,277.6345,1.7716588
277.15,278.4905,2.0754158
276.45,275.5362,2.4889581
274.55,275.35962,1.791862
272.85,273.98526,1.7889194
273.05,275.01578,1.939685
276.65,275.21924,2.1921036
278.05,279.75638,2.105153
279.95,276.81134,2.8519826
279.75,277.58813,2.9708655
279.05,275.00107,2.3011405
277.85,274.9096,2.9067945
277.95,275.10687,2.7534382
278.05,275.27884,3.0640264
279.35,276.02518,3.120049
277.25,273.3656,2.9626153
274.15,272.35614,3.0625322
272.55,266.94952,3.1967418
273.85,266.37976,3.727628
274.65,276.12164,1.0673196
273.35,275.52945,1.023294
275.75,276.58685,0.9855944
275.65,275.916,1.2488747
273.45,275.0881,0.94285357
273.45,275.04977,0.95977473
273.35,274.74377,1.0231433
273.35,275.649,1.0437814
273.05,275.2824,0.8791655
273.35,274.35095,0.8580622
275.45,275.75455,1.131388
273.45,274.95483,1.0206432
273.35,274.7413,1.0301099
273.45,274.83655,1.1625288
273.35,274.53754,1.0405697
274.25,274.96692,0.87921077
273.25,274.2573,1.1339835
276.85,276.21667,1.0575646
274.45,275.17462,1.0031255
276.45,276.52637,0.95560014
273.55,275.29977,1.0431376
273.85,275.37762,1.0646186
273.35,274.72433,1.0627966
273.45,274.91806,1.0419588
273.35,274.7695,0.9924066
273.55,274.27145,0.8775379
273.95,274.80695,0.9473085
276.25,274.4186,0.91747004
277.35,274.48032,0.8857651
277.15,274.16397,1.1412388
274.85,275.03592,1.0567164
275.45,274.8428,0.9783445
275.75,274.4562,0.940915
275.85,273.47855,0.9512892
274.65,274.66885,0.9584684
278.05,274.48865,0.93617815
277.25,273.79443,0.9089725
271.45,269.65836,1.5360112
279.05,275.70407,1.3990561
281.25,278.64282,1.9684143
276.25,273.16254,1.222484
280.05,275.4131,1.4342139
276.15,274.42322,1.2233121
274.45,274.7262,1.2856371
273.65,274.86066,0.94695306
275.05,274.71924,0.9725491
276.15,274.4422,1.2757915
271.35,269.5504,0.9035584
274.95,275.83447,1.8423917
275.55,274.54205,1.300746
273.05,270.3322,1.266512
274.65,272.73044,1.6927762
278.85,274.96436,1.1429819
277.65,277.1614,1.9413571
279.95,277.57947,1.7034142
273.35,273.43848,1.0083866
275.15,274.69568,1.019128
275.95,272.48364,0.89131457
273.15,271.52786,0.91825444
273.15,273.49466,1.2890575
277.05,273.5087,1.1550817
275.35,272.6752,0.931743
279.55,275.2393,2.191038
279.55,275.65573,1.4978702
277.75,274.58856,1.2712932
274.05,274.295,0.9241026
275.05,274.31406,0.9259261
275.45,273.13486,1.5247958
279.05,276.14215,1.6353611
278.55,275.6278,1.7176979
277.25,273.90018,1.0660484
277.45,274.97507,1.1131973
271.55,269.8723,1.3401442
275.85,272.4599,1.2531178
276.05,274.8495,1.4673111
274.65,275.15265,0.93266004
275.75,272.73468,1.2036769
279.65,276.4752,1.5401825
277.55,275.9055,1.296683
275.25,276.20645,1.2309499
274.45,275.4401,1.0078523
277.15,275.83386,0.97548604
274.05,274.51334,0.9588369
273.45,274.63828,1.1358953
273.65,275.2547,0.9760614
273.45,275.29877,1.0521072
273.95,275.06827,1.1300423
273.35,274.53897,1.0550857
273.15,273.88998,1.13752
273.95,275.06976,0.9017396
273.05,274.84354,0.86643326
273.35,274.00912,1.1251584
272.75,273.76944,1.0224481
273.15,273.94574,0.9507593
273.65,274.52545,0.9730476
273.75,275.19275,0.9321721
274.05,274.98972,0.9484662
273.55,273.73572,0.89253885
271.95,272.30432,1.0079656
276.65,275.00504,1.0969534
275.05,273.7115,0.95738405
276.85,274.33997,1.045072
273.95,274.76923,1.2433058
273.65,272.40802,0.7927193
272.85,270.95074,0.8812922
272.65,272.2128,1.1436963
273.55,273.6468,1.1162941
275.05,274.8177,1.1700578
276.25,276.2087,1.4721731
277.65,277.45398,1.5424895
277.25,275.43985,1.2094196
279.95,277.33908,1.5082363
