t2m,mu,sigma
278.25,279.27853,0.69118965
278.95,279.2251,0.7823802
278.85,279.3891,0.7770149
278.25,279.52246,0.8457701
278.15,279.33456,0.8398842
279.25,279.16653,0.6878112
279.55,279.61224,0.4743414
279.35,279.21854,0.4651401
279.05,279.2345,0.7866647
279.15,280.0249,0.52304685
279.95,279.5282,0.56447357
279.05,279.0117,0.53648686
278.95,279.27603,0.5607655
279.05,279.27573,0.5626049
279.35,279.40308,0.5991536
279.15,279.12805,0.60567296
278.85,279.62134,0.62345564
278.75,279.65088,0.6926428
278.65,278.16147,0.76015735
278.35,279.41656,0.82304966
277.85,279.05655,0.96610975
277.35,279.44073,0.8185153
278.45,277.945,0.63242275
276.85,279.17416,0.9363513
279.25,279.54034,0.97026503
278.95,279.32077,0.6653471
271.15,272.13092,0.90517294
275.15,278.73718,0.7547252
279.95,281.17984,0.84779596
275.25,275.9182,0.80602133
274.85,279.10297,0.879657
275.95,277.7687,0.8895415
277.35,278.79303,1.0977488
278.05,279.78064,0.91078955
278.15,278.92654,0.88164365
277.55,278.33032,1.1222279
273.75,274.41272,0.6144581
274.45,274.2223,1.6607218
273.65,275.63162,1.1246521
274.75,274.6673,0.6391859
274.95,275.18634,0.93680763
279.15,279.71378,0.88567543
275.65,276.56732,1.2458414
280.05,280.31317,0.7713458
275.95,277.23587,0.84874016
277.15,279.43542,0.81153286
277.65,278.2733,0.6980393
275.45,276.9111,0.6192735
272.65,274.47107,1.0190971
277.95,277.73862,0.8211859
278.25,277.30667,0.7348858
271.25,270.6997,2.2778056
278.85,277.89136,0.94364715
279.05,278.87216,0.6972987
277.35,279.5735,0.5683012
276.95,278.02414,1.0103167
276.45,276.06894,0.82589334
278.15,279.20285,0.956905
277.35,278.371,0.95229256
278.65,278.06284,0.67464703
279.05,279.24887,0.6883112
273.95,274.3591,0.92585945
277.85,277.03238,0.71982384
274.85,277.43863,1.110421
278.55,279.50314,0.7831528
278.35,277.7491,0.66477704
278.25,278.547,0.94709796
278.55,279.0897,0.7802695
278.55,278.2282,0.95225173
279.05,279.4369,0.49036092
279.15,279.36963,0.65724105
278.95,279.6249,0.5316117
279.55,279.83978,0.6337468
279.45,279.56638,0.4979623
277.55,278.07468,0.58462524
278.95,279.36755,0.4785488
276.05,276.31042,0.70509493
278.45,279.0376,0.570898
279.05,279.5168,0.59646183
276.55,277.2727,0.6259848
275.95,276.54166,0.81125945
277.85,278.02823,0.7957319
278.55,279.54697,0.6411684
279.95,280.23898,0.8896579
278.95,278.84143,0.7006933
280.05,279.52188,0.9455973
279.15,279.78302,0.9561393
278.15,278.6724,1.0801578
280.05,280.83316,1.0242057
275.15,275.83868,1.3279299
273.75,274.97556,1.3461238
271.25,270.1238,2.0759706
270.15,267.08237,2.7672532
280.15,280.74185,0.7970703
280.55,281.2131,0.8293062
280.85,280.8922,0.78457385
279.15,280.5596,0.71871096
280.55,281.1493,0.4918951
279.15,280.0595,0.77757907
280.65,280.5181,0.6589469
279.65,280.60416,0.8413064
280.55,281.0513,0.52030563
280.35,280.8758,0.4244187
279.85,280.24826,0.7403539
280.95,281.1693,0.4081109
280.85,281.03137,0.43276894
281.05,281.19647,0.48343974
280.45,281.10147,0.45917004
280.95,281.45786,0.43320733
280.55,281.25098,0.4211987
279.85,280.26263,0.7316128
280.45,280.80685,0.4888718
280.35,280.72162,0.45047915
280.25,280.4805,0.88487977
280.55,280.71985,0.48758566
280.65,281.22092,0.678034
280.65,280.80722,0.50904775
281.05,281.0286,0.5201838
280.85,280.83075,0.4731507
280.75,281.17056,0.5400086
280.65,281.10803,0.4820676
279.65,280.8198,0.51311857
280.75,281.30185,0.6251152
278.95,278.86667,0.6989766
280.45,280.4744,0.6035498
280.55,280.99203,0.515802
278.15,278.06647,0.66596365
281.05,281.21423,0.49739552
280.95,281.25732,0.68309104
280.25,280.37753,0.5513716
271.95,272.6683,0.80609393
280.55,280.7395,0.9017443
282.35,282.25323,1.2966417
276.35,276.07755,0.74317575
278.75,280.19617,0.9944112
280.45,279.31876,0.95412683
280.75,280.3758,0.5500221
281.15,281.5956,0.5413384
280.95,281.25418,0.5948638
279.65,279.30124,0.8076908
274.65,274.87262,0.56819266
273.85,277.16223,1.5636744
279.15,279.02905,0.86783314
275.25,274.81992,0.5063816
276.05,275.11203,0.67129815
280.35,280.51334,0.69193834
278.55,277.4094,1.2996405
281.75,281.49637,1.0417067
278.85,278.999,0.5525962
280.55,280.605,0.5348509
277.85,278.8211,0.60385025
276.75,277.18787,0.6665994
276.95,277.31567,0.6965196
278.75,278.28854,0.683231
277.15,277.8658,0.6309076
273.65,274.22455,1.9392835
280.15,280.4977,0.8667425
279.45,279.42743,0.6821892
280.65,280.67697,0.40908465
278.85,280.24594,0.63053596
275.95,276.3916,0.6995771
278.95,280.25827,1.019659
278.95,278.78357,1.0321435
278.65,278.49878,0.71114755
279.95,279.95193,0.685446
274.45,274.30936,0.53883314
278.35,277.32495,0.5329381
277.55,279.7824,0.82810354
280.95,281.14957,0.51207656
277.75,278.0269,0.6118712
281.25,281.08746,0.98778677
279.95,280.53168,0.8159557
279.35,279.58173,0.76085085
280.15,280.59534,0.44900918
280.25,280.9579,0.55430603
279.95,280.8861,0.44262597
280.05,280.08276,0.4443951
280.95,281.36652,0.5401528
280.35,280.7891,0.44882333
280.15,280.0874,0.54731846
279.55,279.28772,0.48545295
279.95,280.53162,0.47353214
277.65,276.74286,0.5826059
279.85,280.2151,0.47347295
279.85,280.939,0.519822
277.65,277.68472,0.5374198
277.15,276.91977,0.6497735
278.75,278.49463,0.6691302
280.35,280.92746,0.63617873
280.95,281.69946,0.7384891
279.75,280.01617,0.5364437
280.35,280.05984,1.0513841
279.85,279.9249,0.7738333
277.25,280.28082,1.6892811
280.95,282.0668,1.0808564
279.75,277.75552,1.7028782
275.35,274.76392,1.6728883
271.85,272.86194,1.7323352
270.25,269.24805,2.0078487
282.45,283.09454,0.78174186
282.15,282.18655,0.98673975
282.75,282.71698,0.7241659
281.45,281.94934,0.9003823
282.45,282.76462,0.82136667
279.65,281.97357,0.83673024
282.15,282.3592,0.99385715
281.35,282.55627,0.87434757
282.15,282.62766,0.8564474
282.65,282.78964,1.0403074
282.35,282.39188,0.85679185
283.15,283.2778,0.846354
282.55,282.8537,0.9023067
283.15,283.08307,0.90996414
282.95,282.9122,0.91369975
282.25,283.24173,0.8881104
283.05,283.63977,1.0761343
281.75,282.20035,0.8440547
283.65,282.45135,0.91433644
283.05,282.37878,0.9683664
283.35,282.817,0.8169686
283.95,282.86795,1.1028847
283.25,283.15842,0.9101272
281.95,282.0856,0.84502673
282.35,282.18268,0.989468
282.15,282.17184,0.88841015
283.15,282.11154,1.0376087
282.25,282.27054,0.9660479
283.25,282.57455,0.88639116
283.45,282.7153,1.1765146
280.85,281.22833,1.2238821
283.85,283.9898,1.055854
282.25,283.11105,0.98197305
282.55,283.77145,1.1194233
282.45,282.2746,1.4372944
281.05,282.95734,0.96888196
282.45,282.51382,1.4457079
284.65,283.45535,0.90461993
279.55,281.95074,1.5929676
280.75,280.15137,1.7687945
284.15,282.91718,3.0087953
283.45,283.0345,1.2041764
278.45,279.20483,1.8538412
281.75,280.47928,1.5953829
282.95,282.73474,1.4179307
283.25,283.11798,1.0949713
284.65,284.69507,0.926096
282.35,280.9397,1.534404
279.35,279.46008,0.969999
274.65,276.715,2.2441876
278.75,279.42297,1.3786668
281.15,280.60883,1.5737395
283.05,282.19086,1.5341655
283.25,280.41348,1.6132517
275.15,276.61523,1.9930775
279.55,280.91223,1.9711877
282.95,282.7074,1.0481324
282.45,283.22427,1.5058525
282.45,282.57587,1.1583817
282.15,281.044,1.353573
278.45,279.3583,1.3751216
284.05,282.66888,1.2575463
282.45,281.39682,1.2700336
272.05,273.11075,2.2223568
279.95,280.93478,1.3723536
281.95,280.54605,1.2750188
284.15,283.75424,0.96089077
283.25,283.6935,0.97081923
283.55,282.2273,1.5300909
281.45,282.32648,1.3304482
279.15,279.50806,1.5209686
280.25,281.17017,1.3631434
281.15,281.60074,1.2816434
279.75,279.64038,1.2144384
283.15,282.6907,1.3969214
279.95,281.1781,1.2465401
283.05,283.47528,0.8048033
282.85,281.70297,1.3354355
281.65,280.18088,2.0566673
281.25,280.7637,1.104306
281.95,280.3585,0.91947037
283.15,282.47116,0.7616532
282.35,281.92294,0.90201145
282.75,282.76947,0.9412111
284.15,282.1449,1.262567
283.65,282.86017,0.9465879
282.55,281.6945,1.0007379
282.35,282.7831,0.7984647
281.45,280.8143,1.0873291
283.75,283.06128,0.86905766
283.85,281.87006,1.0768479
281.35,281.42133,1.05614
280.75,278.81412,1.4401346
278.45,281.57806,1.4839425
282.75,281.3576,0.85787624
279.75,277.39734,1.8667936
281.25,281.32617,1.4448614
278.15,279.35797,1.5134242
276.35,277.48694,2.249673
278.05,279.07834,2.0706391
282.65,280.07602,2.1869864
275.15,278.9002,2.171998
274.55,278.56525,2.3672805
275.85,276.94556,1.6667609
271.75,272.04407,2.1667984
279.45,279.0777,0.96829927
278.45,278.22415,0.77513903
279.25,279.38223,0.88971686
278.15,278.44113,1.0020413
277.65,277.99753,0.70811915
278.25,277.8412,0.8791541
278.05,277.45206,0.9234075
277.45,277.58112,0.8626851
277.65,277.5992,0.7657918
278.05,277.29468,0.82967585
277.55,277.74353,0.9818013
277.85,277.55222,0.8195628
277.65,277.39835,0.7114908
277.15,276.9774,0.90079343
277.75,277.46356,0.8812187
277.45,277.4225,0.8232205
277.55,277.30673,0.97096467
278.45,278.54865,0.7322345
278.45,277.99295,0.66081536
277.55,277.87384,0.62611717
279.35,278.7546,0.73751354
277.35,278.01144,0.68926495
277.45,278.27582,0.79767156
277.65,277.44348,0.76914996
277.95,277.60202,0.7894195
277.35,277.58673,0.7953333
277.45,277.38736,0.8873199
277.65,277.393,0.8809973
277.55,277.04846,0.8238572
277.95,277.35645,1.0541735
274.75,274.65933,0.8407154
275.25,276.13818,0.95126015
278.15,276.63925,1.0508076
274.55,274.44434,0.6285147
277.75,276.6184,1.0835444
277.35,277.1457,0.9161295
276.65,276.95987,0.68900585
266.85,267.2162,0.7113999
272.45,274.483,1.6642771
276.15,274.395,1.3013973
271.85,271.41452,0.71462506
273.25,275.722,1.3266435
272.75,273.9464,1.379669
274.85,274.9297,1.2027562
277.75,276.9139,0.8435915
277.95,276.70132,0.9543229
272.45,273.4879,0.9696256
272.05,271.35635,0.5970102
273.05,273.22495,0.61029696
273.25,271.90802,1.20087
271.65,271.02017,0.7640928
271.15,270.7187,0.73471487
277.55,276.55954,0.99078715
275.55,274.95886,0.7086632
274.25,275.0177,1.6923705
273.05,273.80823,0.8569814
277.15,276.54904,0.770807
275.45,274.8834,0.5970888
273.45,273.39572,0.7115483
270.65,271.61163,1.0099652
272.45,272.93478,1.0498734
274.85,274.50674,0.6808428
272.95,272.51285,0.8765439
273.95,273.58325,1.0904548
273.95,275.00558,0.85758686
277.45,276.68274,0.70759326
277.35,276.5728,0.99322474
272.75,271.9302,0.52836084
274.65,274.7719,0.69057983
274.95,274.41364,0.81832385
274.15,274.7,0.72334486
276.55,275.70667,0.6643111
270.15,270.07333,0.9712169
272.35,272.68512,0.73483115
273.05,272.96182,1.1371541
277.65,277.87656,0.6665366
274.05,274.3685,0.65205574
273.35,274.3811,1.6921283
278.45,277.7924,1.0694302
280.15,278.28702,0.9213703
278.05,277.53516,0.705966
276.95,276.8342,1.1277561
277.65,277.4692,0.9353734
277.35,276.83405,0.8929664
278.15,278.40332,0.6291537
278.15,277.88184,0.6848507
276.65,276.2144,0.76871186
276.35,276.4006,0.84412956
277.65,277.43582,0.7780218
277.55,277.5877,0.76614344
274.35,274.0619,0.6016783
276.85,276.94476,0.7292699
277.35,277.28662,0.8932855
274.35,274.5991,0.52583665
273.55,273.74728,0.6627351
275.55,275.1622,0.800375
277.85,276.90884,1.2746495
277.05,276.7912,1.4522233
275.05,274.68848,0.95427513
273.45,274.55057,1.5716797
271.75,273.30725,1.9842303
276.25,275.3177,0.9166801
271.45,274.28247,1.5019726
273.75,274.55692,0.59490037
273.35,274.73383,0.65438783
269.25,269.5518,1.1086823
269.15,269.2072,1.4419105
271.05,273.3443,1.703256
271.85,271.22372,1.3689674
274.95,274.05502,1.5072874
274.65,271.98447,2.2086651
272.05,270.5093,1.6231855
272.85,270.35678,1.973878
272.15,270.23697,1.8634386
270.25,270.847,1.8954837
271.15,270.2834,1.2093558
271.25,269.77072,1.8824747
273.45,272.2418,1.5778519
269.75,269.2264,1.36955
270.45,269.23752,1.1156843
268.25,269.84708,1.6007161
271.75,270.81592,1.6677902
271.35,270.16885,1.4403244
270.75,269.50952,1.9956989
274.55,274.2186,0.98503035
273.75,271.5433,1.3509387
273.65,272.6649,1.3421001
273.05,272.82654,1.4692658
272.55,270.31268,1.7723863
271.25,270.39923,1.6317573
272.15,270.8195,1.4844444
273.15,272.13666,1.6387237
272.25,271.30026,1.8490844
273.15,272.90112,1.5052466
273.35,271.8691,1.739907
272.65,273.80978,0.7408941
273.45,273.50586,0.9519161
271.55,272.66492,0.9144305
273.25,271.05432,1.4008015
270.65,269.66794,1.4220934
269.35,269.11832,1.4695456
271.45,271.83105,0.7881592
271.25,270.52155,1.7266575
274.45,274.1572,0.776422
273.55,272.66925,0.73651135
266.85,267.59705,0.7179324
275.75,274.86752,1.26303
275.65,274.49283,0.86347073
271.55,271.2691,0.6829246
275.25,275.31763,0.8214154
274.75,274.1405,0.82887006
274.35,272.78235,1.1323075
272.75,270.7594,1.6572199
271.35,270.035,1.6586134
274.15,273.3219,0.86149454
269.65,268.60004,0.8892601
273.55,273.6464,0.7798238
273.75,273.92682,1.0139108
270.45,269.64313,0.8953621
270.55,270.5936,0.8146984
273.65,274.18588,0.82298666
274.95,274.90582,0.7859104
274.75,274.95093,0.65097284
272.75,271.93134,0.8853182
272.75,272.1568,1.2198374
272.35,271.40912,0.8687891
272.15,271.6703,0.8080857
272.85,272.8384,0.7580384
272.85,272.8252,0.74501693
270.45,271.89755,0.5443338
272.65,272.36188,1.1797847
274.25,274.56927,0.6678621
272.45,272.11215,1.1464229
271.95,271.17764,1.2913405
268.85,269.36688,1.3477677
271.95,271.89056,0.5480387
274.35,274.52585,0.52398247
274.15,274.4751,0.5561314
272.65,272.5417,0.91607547
271.85,273.3356,0.8598154
269.85,269.50626,0.78213066
271.75,271.1657,0.90866596
274.35,274.08615,0.92991745
269.45,269.9497,1.5339382
271.45,272.01764,0.65158623
274.75,275.09232,1.1707838
272.95,274.25317,1.178763
272.65,273.49808,1.566696
273.65,272.62488,0.9631273
273.05,271.9246,1.1804281
273.55,273.6534,1.0960557
273.85,273.47986,1.2132124
273.05,273.26657,1.2391775
271.75,272.40506,1.0139182
272.45,273.6374,0.9348695
268.45,270.81912,0.95743835
272.25,273.1407,0.78282547
273.25,273.6273,1.1532881
269.95,271.30875,0.6598235
269.45,270.9391,0.735572
270.85,272.3155,0.7479294
272.95,272.71616,1.054333
271.95,273.826,1.6843382
270.45,271.6981,1.1811393
275.45,275.22626,0.759891
273.55,274.94055,1.1977851
275.55,275.27487,0.76656663
275.45,275.16623,0.96069807
275.65,275.2613,0.8187248
273.95,273.99686,1.1045635
268.05,267.77744,1.7668896
265.05,264.18536,2.1384847
277.05,277.28525,1.0550174
272.65,271.78793,1.0689809
275.45,278.07062,0.8418641
275.55,277.0841,1.2848744
271.65,270.48352,1.0226349
272.85,273.66724,1.4806572
271.35,269.99194,1.4120324
271.15,273.34067,1.7659581
270.85,271.12827,1.2876966
270.75,269.56168,1.2729185
277.15,277.7008,0.92568237
269.05,268.9925,1.4856079
271.35,270.4821,1.4977702
270.55,272.745,1.6596134
269.45,268.8375,1.3216219
271.75,273.81296,1.4711556
267.05,267.9203,1.5234009
274.25,273.75494,0.64539266
273.55,272.24475,0.752727
273.75,272.85175,0.75243884
273.65,273.0401,1.082601
271.25,271.5506,0.78729767
272.65,271.61572,0.88201976
271.25,270.71948,0.84305024
271.45,271.12524,0.74084264
272.05,270.64587,0.8389366
271.75,271.40543,0.79302925
270.95,269.99973,0.97769654
273.85,271.5465,0.74312717
271.15,271.13235,0.9798287
274.65,274.0694,0.78711164
272.65,271.88602,1.2444161
270.05,272.4154,1.4651352
273.35,272.7752,0.7724129
272.65,270.6919,1.2438215
269.95,270.15872,1.2919213
272.15,271.5855,0.9397104
273.25,273.38565,1.0551889
275.25,273.3389,1.1309357
277.85,278.78662,1.2638015
274.95,274.82126,0.899124
275.05,274.16232,1.1009885
270.95,270.65128,1.6956413
267.95,268.86035,1.2495884
268.75,268.591,1.4238123
272.25,271.58,1.3841676
268.55,269.72742,1.6428187
265.65,268.62274,1.3627961
275.15,275.4377,1.0009356
272.15,271.22934,1.3401189
268.95,267.543,1.2853634
274.35,274.36975,0.85443205
271.95,271.35114,1.393008
277.25,277.10422,0.8417698
277.25,278.64496,0.83351964
263.55,268.47528,1.2802607
269.05,267.79172,1.4038482
269.15,269.96307,1.2024257
269.35,269.1735,1.3451763
269.25,268.94067,1.3491856
271.85,271.44305,1.0709453
271.85,271.16458,0.8912526
274.15,274.46423,1.7354277
275.15,274.5117,0.97129613
274.85,273.86777,0.81795144
269.85,269.37796,1.1591203
270.65,272.42133,1.274436
272.95,273.27914,0.8663248
276.15,276.96542,0.79704154
276.15,276.38116,0.847623
273.85,273.35175,0.71528226
274.95,274.51855,0.8294811
266.95,267.43988,1.6449214
272.75,271.27676,0.890676
273.15,272.5965,1.151884
273.25,274.41138,1.6193097
272.35,271.29272,0.97749805
276.55,275.05753,1.0900011
273.75,273.51047,0.74053186
273.55,273.9701,0.82722
273.45,273.17838,0.77664155
275.65,274.47296,0.7528513
274.45,273.93307,0.6981691
275.35,273.37198,0.7292157
272.75,272.09686,0.7548702
273.75,271.8024,0.7516778
275.75,273.81442,0.87546104
274.55,272.4556,0.78857243
272.35,272.08276,0.76973796
274.05,272.4689,0.80956876
274.65,272.32474,0.8423036
272.15,271.23648,0.8088697
272.65,271.8525,0.7323292
272.45,270.5641,0.95415807
274.75,273.66357,0.725863
275.85,275.2079,0.6294806
280.75,280.72214,0.9726136
277.35,276.64218,0.8364675
276.95,278.13034,0.83561265
280.55,281.10312,0.7015416
277.55,277.9766,1.0408589
283.85,280.9934,1.9042823
276.75,276.8499,1.1344898
275.25,276.93942,1.1226734
273.25,271.93958,1.4960705
272.25,269.4739,2.155381
274.45,277.3325,0.9949182
274.35,276.64236,0.8765646
274.75,277.82135,1.0279474
273.55,277.02707,1.0242426
273.25,275.75116,1.0392932
274.25,275.72342,1.0149915
273.15,275.35645,1.2093124
272.95,274.56897,1.459527
272.85,274.17313,1.1562327
272.25,274.62772,1.0046117
273.35,273.02386,1.8009086
272.55,274.13492,1.1135207
272.75,273.15137,1.1517805
273.05,273.08838,1.1370236
272.35,273.6145,1.0181326
273.45,273.3497,0.72308546
272.45,273.43298,0.71661896
278.45,277.42813,0.782192
275.15,276.8061,0.7417507
276.95,276.5162,0.7612868
278.35,277.61215,0.7095305
275.45,276.16812,0.783936
275.45,276.55048,0.72936225
274.25,275.80264,0.8889315
273.95,275.5784,1.0152698
273.65,275.51083,1.0631139
273.85,275.35535,1.0113696
272.85,275.13828,1.0231725
272.85,274.86508,0.969839
272.45,274.9259,0.9664515
268.75,270.7098,0.9668544
272.45,273.1064,0.78868395
272.05,272.7051,0.6662915
271.35,272.4789,0.75712055
268.95,270.45105,0.8222998
272.75,273.01892,0.7516986
271.85,274.29654,1.0020622
271.15,273.23367,0.7726694
262.65,265.9837,1.1005827
270.85,271.74103,0.9597712
272.65,274.51425,1.1061026
266.85,268.88467,1.0797255
270.95,272.54715,1.0392563
270.35,271.16232,0.93914676
272.35,272.5385,0.9814191
272.95,273.4982,0.5807695
272.55,273.2291,0.73657787
270.85,270.96863,1.0772444
266.05,267.28653,0.99771947
266.45,269.53986,1.8062055
270.15,270.92874,1.0944328
266.05,266.97452,0.94515604
267.15,268.2804,1.1195178
271.55,273.6317,0.7428711
270.95,272.1616,1.0764831
272.55,273.837,1.0194666
270.55,271.02936,0.8681476
271.15,272.6594,0.7254222
269.95,270.8291,0.75112885
268.35,268.9597,0.9305679
269.05,269.80658,0.9074964
268.75,269.721,0.9822607
268.85,270.99893,0.93040454
264.15,266.89145,2.2572732
271.35,272.58792,0.90741086
269.15,270.9763,0.8711878
271.65,272.2122,0.68581915
270.05,271.9587,0.8929826
267.15,269.35767,0.9044079
270.55,273.25616,1.0856187
269.75,272.63116,1.0704156
268.45,270.47473,0.91988826
270.15,272.2397,0.7732778
265.25,266.95502,0.9778713
267.75,268.99976,0.8987307
270.15,271.67996,0.9634427
273.35,273.26672,0.8856112
269.45,270.25125,0.9562508
271.85,272.2814,0.9796846
278.35,278.04593,0.87242705
279.05,278.10318,0.9139174
275.55,276.27835,0.7609436
274.85,275.971,0.8363896
273.35,275.89438,0.7579611
274.75,276.1246,0.8337858
273.55,275.88245,0.7935936
271.65,274.1538,1.012469
272.85,275.56586,0.93555033
269.75,271.03693,1.1242003
272.25,274.50043,0.977162
273.05,274.8262,1.005354
269.95,272.0342,0.939618
269.05,271.26965,1.100653
269.15,271.39044,0.98047674
275.25,276.20612,0.774807
273.65,274.13934,1.2086288
270.05,271.07684,1.1267381
271.15,272.88467,1.0895491
270.45,271.26343,1.1958776
270.45,273.1508,1.3402627
273.55,275.60217,1.5319698
270.95,271.7007,1.665573
270.85,270.5734,1.6837667
265.85,267.65106,2.0971735
263.15,265.42288,2.6159825
271.55,271.44568,1.0342435
270.35,270.5318,0.8998276
270.95,271.45737,0.90924406
270.95,270.3438,0.9517814
269.05,269.58582,0.9575266
269.45,269.7486,0.7785455
268.85,269.06982,0.798726
269.55,269.59125,1.0296692
269.55,269.95377,0.8161626
268.55,269.4095,1.0123526
269.75,270.2823,0.6743368
268.25,269.38037,1.0035763
269.85,269.79004,0.8723782
269.55,269.50778,0.86189485
268.65,269.2051,1.1692739
269.25,269.4433,0.7804036
269.55,269.2922,1.1779314
273.45,272.69534,0.8250527
270.25,270.31433,1.0610067
270.55,271.07684,0.97770405
270.95,270.44168,0.8379216
268.25,269.03708,1.1365181
270.45,270.69394,0.94912004
269.75,270.10294,0.8082545
266.35,269.31964,0.9671984
268.85,269.3937,0.8395438
268.15,269.75238,1.0546788
267.45,269.00632,0.98912597
269.45,269.7029,0.9610542
267.85,269.65103,1.0910263
267.85,268.3282,0.8831854
268.35,269.40985,0.92254305
271.05,269.3919,0.88615906
268.35,268.50592,0.87399286
269.85,269.30328,0.85826385
267.85,269.377,1.4292014
269.45,269.96884,1.0086179
268.75,266.2683,1.8376852
268.75,269.92676,1.1413965
269.45,268.94427,2.6369774
262.85,264.5568,1.433635
269.85,271.0161,1.189134
268.45,268.20688,1.4250654
267.25,268.7297,1.2206177
270.65,269.59686,1.072047
270.85,269.15442,0.97701347
266.95,265.9601,1.5022613
266.75,266.17783,1.185552
261.25,260.9123,3.1530132
267.75,268.75507,1.025367
265.85,267.43124,1.5897043
262.35,265.52728,1.6774075
270.95,270.3416,0.94694865
269.75,266.36884,1.4301509
268.85,268.07208,1.986942
266.85,268.15234,0.7990652
271.05,269.77643,1.0076209
269.65,270.16995,0.89188844
268.05,268.03778,1.0248668
267.85,267.344,1.2486775
267.25,268.20712,1.190269
268.05,268.5441,0.8954811
257.75,260.1102,3.0898302
267.75,268.2466,1.1083249
267.65,267.8553,0.70438933
269.15,269.8524,1.0026407
270.25,269.3897,1.1180377
264.45,265.22583,1.2816665
267.15,267.5931,1.277239
265.85,266.47278,1.3801875
268.55,268.3993,0.76169294
269.05,269.2656,0.9601066
265.75,267.42706,1.9116095
267.45,268.14062,1.3055207
268.05,269.09583,1.1254506
268.75,268.53143,0.95977885
267.55,268.0932,1.1155825
268.35,269.49933,1.2706305
268.95,269.39484,1.042743
267.15,268.7315,0.96785164
270.65,270.7954,0.8757298
270.25,269.53882,1.0173206
270.25,270.42703,0.9786401
269.75,269.79547,0.89791596
268.05,269.76572,1.1191473
270.05,270.0014,0.8708255
269.55,269.78656,1.194095
269.65,269.99243,0.96012604
270.95,270.5266,0.89486074
270.45,269.96594,0.90065217
268.85,268.2214,0.87343514
269.25,269.80176,1.1890057
267.35,268.76166,1.2421494
269.15,270.2715,1.0429306
267.85,267.56454,1.3325776
